taxa	In11_one_hr	six_hr
Vigun10g076000	0.00	-0.61
Vigun10g078900	0.00	1.66
Vigun10g080300	0.00	-0.69
Vigun10g081300	0.00	-1.26
Vigun10g081800	0.00	-1.81
Vigun10g083800	0.00	2.36
Vigun10g086900	0.00	1.73
Vigun10g087400	0.00	0.83
Vigun10g088800	0.00	0.83
Vigun10g089400	0.00	0.00
Vigun10g089700	0.00	0.83
Vigun10g090500	0.00	1.52
Vigun10g090600	0.00	0.00
Vigun10g096200	0.00	0.00
Vigun10g102100	0.00	0.00
Vigun10g104800	0.00	0.83
Vigun10g105500	0.00	0.00
Vigun10g111700	0.00	-1.07
Vigun10g115100	0.00	0.83
Vigun10g119000	0.00	0.77
Vigun10g120300	0.00	-1.41
Vigun10g120900	0.00	-0.61
Vigun10g123100	0.00	0.30
Vigun10g125500	0.00	0.00
Vigun10g130000	0.00	0.83
Vigun10g132000	0.00	1.52
Vigun10g132300	0.00	-0.61
Vigun10g134800	0.00	-0.61
Vigun10g135600	0.00	0.38
Vigun10g138000	0.00	2.05
Vigun10g143700	0.00	0.00
Vigun10g143900	0.00	-1.32
Vigun10g147700	0.00	0.95
Vigun10g150900	0.00	2.65
Vigun10g152400	0.00	-0.61
Vigun10g162500	0.00	-1.41
Vigun10g164000	0.00	0.11
Vigun10g168900	0.00	3.07
Vigun10g170200	0.00	0.83
Vigun10g171300	0.00	-0.60
Vigun10g172400	0.00	-0.61
Vigun10g175800	0.00	-0.61
Vigun10g178300	0.00	2.09
Vigun10g181200	0.00	-0.59
Vigun10g186400	0.00	1.49
Vigun10g187500	0.00	-0.61
Vigun10g188700	0.00	1.74
Vigun10g194100	0.00	0.83
Vigun10g196700	0.00	0.83
Vigun11g012300	0.00	0.83
Vigun11g013400	0.00	0.00
Vigun11g017300	0.00	2.17
Vigun11g018400	0.00	0.79
Vigun11g019100	0.00	0.60
Vigun11g019500	0.00	-0.61
Vigun11g019800	0.00	-3.68
Vigun11g020200	0.00	0.78
Vigun11g020400	0.00	0.00
Vigun11g020700	0.00	-0.61
Vigun11g021600	0.00	-0.54
Vigun11g022200	0.00	-0.82
Vigun11g024500	0.00	2.09
Vigun11g025400	0.00	-1.26
Vigun11g025900	0.00	1.24
Vigun11g026100	0.00	-0.61
Vigun11g030200	0.00	0.00
Vigun11g031100	0.00	-0.61
Vigun11g032900	0.00	1.83
Vigun11g033700	0.00	-1.24
Vigun11g040100	0.00	0.83
Vigun11g042100	0.00	-0.61
Vigun11g042300	0.00	0.00
Vigun11g044600	0.00	1.65
Vigun11g045000	0.00	0.99
Vigun11g046300	0.00	1.55
Vigun11g047100	0.00	1.14
Vigun11g047500	0.00	-1.32
Vigun11g050700	0.00	0.83
Vigun11g055500	0.00	0.06
Vigun11g058000	0.00	0.00
Vigun11g061700	0.00	-3.13
Vigun11g062200	0.00	0.00
Vigun11g063700	0.00	2.27
Vigun11g068300	0.00	0.11
Vigun11g070600	0.00	-0.61
Vigun11g071100	0.00	-1.75
Vigun11g071300	0.00	0.83
Vigun11g071600	0.00	0.00
Vigun11g071700	0.00	-0.61
Vigun11g071800	0.00	0.00
Vigun11g072100	0.00	0.00
Vigun11g072200	0.00	0.83
Vigun11g073000	0.00	1.45
Vigun11g077200	0.00	0.83
Vigun11g077600	0.00	-1.30
Vigun11g079000	0.00	0.83
Vigun11g081800	0.00	-1.32
Vigun11g083600	0.00	0.83
Vigun11g084500	0.00	0.83
Vigun11g085000	0.00	-1.16
Vigun11g090500	0.00	-1.11
Vigun11g092100	0.00	-0.54
Vigun11g093500	0.00	2.57
Vigun11g106700	0.00	0.83
Vigun11g109600	0.00	0.00
Vigun11g113600	0.00	0.18
Vigun11g114200	0.00	0.83
Vigun11g115400	0.00	0.83
Vigun11g116600	0.00	-0.59
Vigun11g122600	0.00	0.83
Vigun11g122800	0.00	-0.61
Vigun11g124100	0.00	-3.49
Vigun11g124400	0.00	-0.61
Vigun11g128300	0.00	2.63
Vigun11g133600	0.00	0.83
Vigun11g139300	0.00	1.65
Vigun11g139900	0.00	-0.61
Vigun11g143700	0.00	1.65
Vigun11g144500	0.00	0.11
Vigun11g144600	0.00	-2.66
Vigun11g144800	0.00	0.11
Vigun11g145000	0.00	-0.61
Vigun11g149300	0.00	-1.37
Vigun11g149400	0.00	-1.41
Vigun11g149900	0.00	-0.61
Vigun11g158200	0.00	0.89
Vigun11g161500	0.00	-2.48
Vigun11g172800	0.00	1.88
Vigun11g183100	0.00	-2.42
Vigun11g184000	0.00	0.83
Vigun11g189900	0.00	-0.61
Vigun11g193100	0.00	0.83
Vigun11g193400	0.00	1.92
Vigun11g196200	0.00	1.54
Vigun11g210300	0.00	-0.61
Vigun11g211900	0.00	0.00
Vigun11g212300	0.00	1.57
Vigun11g214600	0.00	1.59
Vigun11g218600	0.00	0.00
VigunL001700	0.00	0.00
VigunL002900	0.00	0.82
VigunL005900	0.00	-0.54
VigunL006200	0.00	0.00
VigunL009000	0.00	0.83
VigunL009200	0.00	-1.41
VigunL010300	0.00	-0.61
VigunL011800	0.00	-1.26
VigunL013200	0.00	0.00
VigunL014400	0.00	0.83
VigunL015300	0.00	-0.61
VigunL015600	0.00	0.11
VigunL016500	0.00	-1.29
VigunL016700	0.00	0.00
VigunL017500	0.00	0.00
VigunL017700	0.00	-0.61
VigunL019100	0.00	0.83
VigunL019800	0.00	0.00
VigunL020800	0.00	-1.81
VigunL022200	0.00	0.00
VigunL024800	0.00	-0.61
VigunL026100	0.00	0.00
VigunL026500	0.00	-0.61
VigunL030100	0.00	0.11
VigunL032500	0.00	0.11
VigunL033900	0.00	0.00
VigunL035700	0.00	0.00
VigunL035900	0.00	-0.61
VigunL036000	0.00	0.83
VigunL037800	0.00	0.00
VigunL037900	0.00	0.00
VigunL040800	0.00	-0.61
VigunL041600	0.00	-0.61
VigunL044700	0.00	0.83
VigunL046900	0.00	-0.61
VigunL047900	0.00	0.00
VigunL050100	0.00	0.83
VigunL061700	0.00	-1.26
VigunL062700	0.00	0.00
VigunL063300	0.00	0.83
VigunL064200	0.00	0.00
VigunL064900	0.00	-0.61
VigunL065300	0.00	-0.63
VigunL065500	0.00	-0.61
VigunL066100	0.00	1.52
VigunL066400	0.00	-0.61
VigunL067000	0.00	-1.31
VigunL067600	0.00	-0.61
VigunL067900	0.00	0.00
VigunL070300	0.00	-0.61
VigunL072200	0.00	-0.61
VigunL079600	0.00	0.00
VigunL079900	0.00	-0.61
VigunL081100	0.00	0.00
VigunL081900	0.00	-0.61
VigunL082500	0.00	0.00
VigunL082700	0.00	0.00
VigunL083400	0.00	-0.61
VigunL083900	0.00	-0.61
VigunL084100	0.00	-0.61
VigunL084500	0.00	-0.61
VigunL088900	0.00	-0.61
VigunL089100	0.00	0.11
VigunL089200	0.00	-0.70
Vigun09g070000	0.00	0.18
Vigun01g095500	0.00	-0.08
Vigun04g166400	0.00	0.01
Vigun02g054400	0.00	-0.06
Vigun02g139300	0.00	-3.31
Vigun04g195300	0.00	0.09
Vigun11g012800	0.00	-0.15
Vigun08g135900	0.00	-0.09
Vigun03g045900	0.00	-0.10
Vigun02g096800	0.00	0.18
Vigun07g112500	0.00	0.26
Vigun07g261700	0.00	-0.13
Vigun04g026800	0.00	-0.18
Vigun09g128200	0.00	-0.67
Vigun03g110000	0.00	0.97
Vigun06g151000	0.00	-0.19
Vigun06g053300	0.00	-0.62
Vigun11g213600	0.00	1.16
Vigun01g086700	0.00	-0.32
Vigun10g052300	0.00	-0.40
Vigun01g040700	0.00	0.07
Vigun09g278600	0.00	-0.12
Vigun08g035000	0.00	-0.22
Vigun09g036900	0.00	0.63
Vigun05g084500	0.00	0.06
Vigun05g205500	0.00	0.41
Vigun07g280600	0.00	0.49
Vigun09g235300	0.00	1.09
Vigun06g236200	0.00	0.08
Vigun07g205300	0.00	0.16
Vigun03g000100	0.00	0.50
Vigun10g092400	0.00	0.19
Vigun03g259100	0.00	-0.21
Vigun09g086200	0.00	0.30
Vigun04g020400	0.00	-0.07
Vigun01g066200	0.00	0.31
Vigun07g028100	0.00	0.00
Vigun05g142000	0.00	0.23
Vigun08g222100	0.00	-0.13
Vigun09g123400	0.00	-0.05
Vigun04g005200	0.00	0.20
Vigun02g092100	0.00	0.61
Vigun09g118300	0.00	0.21
Vigun11g166500	0.00	-0.14
Vigun11g127100	0.00	0.24
Vigun03g078500	0.00	-0.01
Vigun08g131200	0.00	0.22
Vigun06g142800	0.00	-0.35
Vigun02g119300	0.00	-0.43
Vigun06g233500	0.00	0.17
Vigun11g024400	0.00	0.34
Vigun05g081000	0.00	0.17
Vigun06g126400	0.00	-0.85
Vigun06g188100	0.00	-0.52
Vigun06g079200	-0.01	-0.43
Vigun04g004800	-0.01	0.15
Vigun05g212200	-0.01	0.17
Vigun04g041300	-0.01	0.03
Vigun03g128700	-0.01	-0.37
Vigun06g225900	-0.01	1.37
Vigun10g039400	-0.01	0.48
Vigun03g392500	-0.01	0.10
Vigun03g352600	-0.01	-0.31
Vigun09g223000	-0.01	-0.20
Vigun03g191600	-0.01	-0.75
Vigun07g269000	-0.01	0.16
Vigun03g138700	-0.01	-0.16
Vigun11g026700	-0.01	-0.19
Vigun02g166400	-0.01	-0.37
Vigun04g035300	-0.01	0.12
Vigun03g226100	-0.01	-0.14
Vigun03g297200	-0.01	-0.09
Vigun01g242800	-0.01	-0.08
Vigun03g435700	-0.01	0.06
Vigun06g030200	-0.01	-0.26
Vigun01g014800	-0.01	0.31
Vigun09g267400	-0.01	0.09
Vigun02g096000	-0.01	0.24
Vigun03g101600	-0.01	0.14
Vigun07g293100	-0.01	-0.24
Vigun02g170400	-0.01	0.19
Vigun03g249700	-0.01	-0.38
Vigun03g062600	-0.01	0.13
Vigun03g449300	-0.01	0.19
Vigun05g296000	-0.01	0.58
Vigun10g199400	-0.01	0.11
Vigun07g163700	-0.01	0.25
Vigun01g162200	-0.01	0.83
Vigun04g128400	-0.01	0.10
Vigun11g179100	-0.01	0.16
Vigun07g238700	-0.01	-0.03
Vigun03g303700	-0.01	2.15
Vigun03g392000	-0.01	-0.32
Vigun01g069000	-0.01	0.55
Vigun05g023000	-0.01	-0.37
Vigun06g163000	-0.01	-0.04
Vigun01g058900	-0.01	0.01
Vigun11g201000	-0.01	0.24
Vigun04g083300	-0.01	-0.24
Vigun07g239000	-0.01	-0.31
Vigun06g189400	-0.01	-0.10
Vigun06g151500	-0.01	-0.23
Vigun06g107100	-0.01	-0.01
Vigun01g132000	-0.01	-0.24
VigunL074600	-0.01	-0.32
Vigun07g250000	-0.01	0.05
Vigun01g241700	-0.01	0.00
Vigun08g112600	-0.01	-0.23
Vigun05g036400	-0.01	0.08
Vigun03g086000	-0.01	-0.15
Vigun08g023100	-0.01	-0.88
Vigun10g147100	-0.01	0.12
Vigun01g247700	-0.01	-0.21
Vigun07g150600	-0.01	0.20
Vigun01g036200	-0.01	-0.16
Vigun07g295400	-0.01	0.09
Vigun09g080200	-0.01	-0.45
Vigun01g019700	-0.01	0.32
Vigun07g086500	-0.01	-0.21
Vigun05g063600	-0.01	-0.61
Vigun02g129700	-0.01	0.65
Vigun10g115300	-0.01	0.05
Vigun05g299600	-0.01	-0.47
Vigun03g311200	-0.01	0.00
Vigun05g149800	-0.01	0.35
Vigun06g159700	-0.01	-0.46
Vigun05g032400	-0.01	-0.06
Vigun02g119400	-0.01	0.11
Vigun01g255000	-0.01	0.43
Vigun03g048800	-0.01	0.02
Vigun08g053700	-0.01	0.20
Vigun03g024300	-0.01	-0.12
Vigun01g138900	-0.01	0.88
Vigun02g044200	-0.01	-0.43
Vigun06g004700	-0.01	-0.12
Vigun11g001200	-0.01	-0.67
Vigun11g049100	-0.01	0.07
Vigun02g104700	-0.01	-0.16
Vigun02g050500	-0.01	0.24
Vigun01g049900	-0.01	-0.25
Vigun03g293400	-0.01	-0.27
Vigun10g056800	-0.01	-0.36
Vigun04g197000	-0.01	0.22
Vigun06g004900	-0.01	-1.55
Vigun11g216700	-0.01	0.32
Vigun02g198600	-0.01	0.28
Vigun03g028700	-0.01	-0.25
Vigun11g059800	-0.01	-0.02
Vigun08g150000	-0.01	-0.58
Vigun11g012900	-0.01	-0.08
Vigun06g213600	-0.01	-0.48
Vigun09g161700	-0.01	-0.18
Vigun01g113400	-0.01	0.09
Vigun07g181800	-0.01	0.17
Vigun06g223600	-0.01	0.24
Vigun06g099800	-0.01	0.14
Vigun09g002400	-0.01	-0.74
Vigun09g058400	-0.01	-0.38
Vigun06g227800	-0.01	-1.14
Vigun03g270300	-0.01	-0.35
Vigun04g148200	-0.01	0.58
Vigun02g183800	-0.01	-0.52
Vigun03g281900	-0.02	0.02
Vigun09g117400	-0.02	0.48
Vigun03g039500	-0.02	0.24
Vigun06g219000	-0.02	0.28
Vigun04g145900	-0.02	-0.36
Vigun04g128800	-0.02	0.08
Vigun02g176700	-0.02	0.43
Vigun07g253900	-0.02	0.86
Vigun10g061900	-0.02	-0.09
Vigun06g176400	-0.02	0.22
Vigun02g028700	-0.02	0.47
Vigun10g131200	-0.02	-0.23
Vigun09g274800	-0.02	0.96
Vigun10g170600	-0.02	-0.34
Vigun09g171500	-0.02	-0.19
Vigun06g014700	-0.02	0.37
Vigun04g000700	-0.02	1.00
Vigun03g434300	-0.02	0.14
Vigun05g073400	-0.02	-0.13
Vigun01g038900	-0.02	-0.27
Vigun06g039800	-0.02	-0.50
Vigun10g121900	-0.02	-0.31
Vigun02g046100	-0.02	-0.30
Vigun08g221700	-0.02	-0.61
Vigun07g233700	-0.02	-0.10
Vigun06g046100	-0.02	0.31
Vigun03g034900	-0.02	-0.19
Vigun01g236400	-0.02	0.32
Vigun07g157100	-0.02	-0.25
Vigun02g140800	-0.02	-0.58
Vigun11g147800	-0.02	-0.14
Vigun11g057700	-0.02	0.19
Vigun01g079600	-0.02	-0.08
Vigun07g075700	-0.02	0.26
Vigun03g279500	-0.02	-0.88
Vigun11g034700	-0.02	0.74
Vigun11g081900	-0.02	0.21
Vigun01g010000	-0.02	0.40
Vigun02g107900	-0.02	0.34
Vigun11g100900	-0.02	-0.22
Vigun05g072900	-0.02	0.21
Vigun07g172900	-0.02	-0.02
Vigun11g134100	-0.02	-0.13
Vigun03g187900	-0.02	-0.51
Vigun06g139700	-0.02	0.04
Vigun10g037700	-0.02	-0.63
Vigun09g269000	-0.02	0.58
Vigun04g025400	-0.02	-0.03
Vigun05g085400	-0.02	0.00
Vigun10g174600	-0.02	0.09
Vigun01g237100	-0.02	-0.34
Vigun03g344000	-0.02	-0.19
Vigun02g002100	-0.02	-0.52
Vigun03g078100	-0.02	0.55
Vigun02g083900	-0.02	0.28
Vigun05g264900	-0.02	0.55
Vigun09g182400	-0.02	0.64
Vigun08g170600	-0.02	0.11
Vigun02g145800	-0.02	-0.13
Vigun10g140300	-0.02	0.27
Vigun03g298900	-0.02	-0.10
Vigun08g035400	-0.02	0.30
Vigun06g228600	-0.02	-0.27
Vigun07g023900	-0.02	0.91
Vigun11g118000	-0.02	0.44
Vigun05g152600	-0.02	0.95
Vigun05g007500	-0.02	0.01
Vigun06g237100	-0.02	0.09
Vigun09g094600	-0.02	0.07
Vigun07g239300	-0.02	-0.83
Vigun09g114100	-0.02	0.38
Vigun02g095800	-0.02	-0.02
Vigun08g184600	-0.02	-0.42
Vigun09g080300	-0.02	-2.02
VigunL030200	-0.02	-1.40
Vigun06g120400	-0.02	0.17
Vigun05g219100	-0.02	-0.44
Vigun03g130200	-0.02	0.03
Vigun05g192400	-0.02	-0.42
Vigun03g309900	-0.02	-0.01
Vigun07g102300	-0.02	-0.49
Vigun11g154900	-0.02	-0.08
Vigun03g268700	-0.02	0.56
Vigun11g142700	-0.02	0.14
Vigun03g332200	-0.02	0.27
Vigun03g349200	-0.02	0.16
Vigun07g170600	-0.02	0.19
Vigun03g058700	-0.02	-0.33
Vigun07g038900	-0.02	1.03
Vigun09g177000	-0.02	-0.19
Vigun04g162500	-0.02	-0.08
Vigun06g084600	-0.02	-0.57
Vigun07g268500	-0.02	0.12
Vigun04g065600	-0.02	-0.46
Vigun09g088500	-0.02	0.39
Vigun03g271700	-0.02	-0.32
Vigun03g186300	-0.02	0.13
Vigun09g026900	-0.02	0.33
Vigun11g142600	-0.02	-0.74
Vigun01g053800	-0.02	0.04
Vigun05g132400	-0.02	0.23
Vigun07g080700	-0.02	0.77
Vigun09g187100	-0.02	-0.13
Vigun04g003000	-0.02	0.18
Vigun02g079200	-0.02	0.07
Vigun03g225800	-0.02	-0.05
Vigun10g017300	-0.02	0.14
Vigun03g052800	-0.02	0.02
Vigun11g112100	-0.02	0.15
Vigun05g186000	-0.02	0.59
Vigun02g173000	-0.02	0.20
Vigun07g298200	-0.02	0.31
Vigun03g100000	-0.02	0.06
Vigun06g126300	-0.02	-0.30
Vigun07g251900	-0.02	-0.56
Vigun02g004000	-0.02	-0.42
Vigun06g212900	-0.02	-0.03
Vigun05g138000	-0.02	-0.07
Vigun05g137600	-0.02	0.14
Vigun01g253000	-0.02	-0.18
Vigun03g166900	-0.02	0.01
Vigun09g074600	-0.02	-0.21
Vigun09g207100	-0.02	0.39
Vigun02g056100	-0.02	0.26
Vigun03g165000	-0.02	-0.34
Vigun11g002100	-0.02	-0.13
Vigun03g069500	-0.02	-0.12
Vigun04g066200	-0.02	0.35
Vigun01g034500	-0.02	-0.06
Vigun05g007000	-0.02	-0.14
Vigun07g296600	-0.02	0.22
Vigun04g145200	-0.02	-0.21
Vigun08g213900	-0.02	0.04
Vigun09g248100	-0.02	-0.08
Vigun01g062000	-0.03	-0.51
Vigun11g077100	-0.03	0.65
Vigun03g323600	-0.03	-0.34
Vigun05g276100	-0.03	-0.37
Vigun07g032700	-0.03	-0.01
Vigun05g003300	-0.03	0.01
Vigun05g051800	-0.03	-0.46
Vigun11g214000	-0.03	0.25
Vigun05g295700	-0.03	0.09
Vigun07g189700	-0.03	0.83
Vigun03g172200	-0.03	-0.38
Vigun01g176900	-0.03	-0.12
Vigun04g021400	-0.03	0.26
Vigun06g166300	-0.03	-0.10
Vigun02g004600	-0.03	0.81
Vigun11g052300	-0.03	-0.55
Vigun08g035100	-0.03	0.16
Vigun06g233800	-0.03	0.20
Vigun11g163600	-0.03	-0.67
Vigun05g004800	-0.03	-0.10
Vigun06g168600	-0.03	0.12
Vigun07g055200	-0.03	-0.11
Vigun08g024400	-0.03	-0.21
Vigun04g122500	-0.03	-0.12
Vigun02g118000	-0.03	-0.76
Vigun01g025700	-0.03	-0.15
Vigun04g157800	-0.03	-0.13
Vigun09g141400	-0.03	0.17
Vigun11g057100	-0.03	0.06
Vigun11g209800	-0.03	-1.07
Vigun03g044800	-0.03	-0.71
Vigun07g119500	-0.03	0.06
Vigun04g092300	-0.03	0.08
Vigun11g101000	-0.03	-0.26
Vigun10g185200	-0.03	-0.01
Vigun06g121400	-0.03	-0.22
Vigun02g185700	-0.03	0.10
Vigun08g178800	-0.03	0.20
Vigun11g165100	-0.03	0.09
Vigun03g402900	-0.03	0.17
Vigun01g131400	-0.03	-0.08
Vigun06g223800	-0.03	0.30
Vigun06g131000	-0.03	-0.11
Vigun02g204900	-0.03	-0.11
Vigun01g248700	-0.03	-0.49
Vigun01g221700	-0.03	-0.02
Vigun01g088000	-0.03	-0.24
Vigun03g423100	-0.03	0.22
Vigun02g109300	-0.03	-0.10
Vigun07g172500	-0.03	-0.14
Vigun02g146800	-0.03	-0.31
Vigun05g144400	-0.03	0.76
Vigun08g103200	-0.03	-0.06
Vigun03g235400	-0.03	-1.10
Vigun09g122300	-0.03	-0.02
Vigun04g110000	-0.03	0.04
Vigun01g121000	-0.03	0.11
Vigun01g178000	-0.03	0.33
Vigun04g135200	-0.03	0.31
Vigun09g259300	-0.03	-0.26
Vigun03g347000	-0.03	0.00
Vigun01g183200	-0.03	-0.54
Vigun06g049700	-0.03	-0.10
Vigun04g057900	-0.03	-0.66
Vigun03g089300	-0.03	0.11
Vigun06g178400	-0.03	0.33
Vigun05g136700	-0.03	-0.04
Vigun02g154000	-0.03	0.29
Vigun07g149200	-0.03	0.26
Vigun07g284300	-0.03	0.20
Vigun02g092300	-0.03	0.10
Vigun07g284400	-0.03	-0.35
Vigun02g118200	-0.03	0.25
Vigun07g066500	-0.03	-0.22
Vigun09g277400	-0.03	0.17
Vigun08g213400	-0.03	-0.04
Vigun03g324600	-0.03	-0.46
Vigun07g066100	-0.03	-0.15
Vigun09g170100	-0.03	-0.31
Vigun05g246100	-0.03	0.07
Vigun11g063600	-0.03	-0.11
Vigun03g255600	-0.03	0.07
Vigun05g194300	-0.03	0.10
Vigun10g185500	-0.03	-0.32
Vigun08g054000	-0.03	-0.04
Vigun03g185300	-0.03	0.17
Vigun11g125200	-0.03	0.73
Vigun07g026500	-0.03	-1.37
Vigun08g208800	-0.03	0.34
Vigun03g012000	-0.03	0.43
Vigun03g026600	-0.03	0.03
Vigun06g084700	-0.03	0.23
Vigun09g194300	-0.03	0.15
Vigun05g103100	-0.03	-0.30
Vigun08g098600	-0.03	-0.07
Vigun05g128500	-0.03	0.18
Vigun07g121000	-0.03	0.06
Vigun03g090300	-0.03	0.00
Vigun02g042900	-0.03	-0.66
Vigun06g194400	-0.03	-0.81
Vigun03g349600	-0.03	-0.04
Vigun08g220200	-0.03	-0.05
Vigun01g026300	-0.03	0.05
Vigun10g195200	-0.03	-0.44
Vigun10g200000	-0.03	0.63
Vigun07g298000	-0.03	-0.02
Vigun04g021900	-0.03	0.56
Vigun11g181700	-0.03	0.79
Vigun03g388500	-0.03	-0.08
Vigun03g126200	-0.03	0.54
Vigun03g301300	-0.03	0.48
Vigun05g197800	-0.03	0.07
Vigun06g218300	-0.03	0.21
Vigun10g144100	-0.04	0.03
Vigun02g097100	-0.04	0.20
Vigun06g048900	-0.04	-0.08
Vigun03g134200	-0.04	-2.20
Vigun03g239100	-0.04	-0.37
Vigun01g216900	-0.04	0.15
Vigun05g055300	-0.04	0.33
Vigun03g258700	-0.04	-0.16
Vigun04g187500	-0.04	-0.62
Vigun02g203300	-0.04	-0.13
Vigun01g071600	-0.04	-0.03
Vigun06g185200	-0.04	-0.10
Vigun09g068800	-0.04	-0.19
Vigun06g175700	-0.04	0.07
Vigun02g068400	-0.04	0.11
Vigun01g212200	-0.04	0.16
Vigun03g402000	-0.04	-0.01
Vigun01g088300	-0.04	-0.77
Vigun03g267600	-0.04	-0.69
Vigun09g269600	-0.04	-0.21
Vigun09g067900	-0.04	-0.32
Vigun09g076300	-0.04	-0.35
Vigun08g146600	-0.04	-0.12
Vigun08g193400	-0.04	2.54
Vigun09g214200	-0.04	-0.06
Vigun01g166900	-0.04	-0.14
Vigun05g296400	-0.04	-0.14
Vigun08g090900	-0.04	-0.26
Vigun06g208000	-0.04	-0.28
Vigun08g113900	-0.04	0.04
Vigun03g290400	-0.04	-0.26
Vigun07g044700	-0.04	0.06
Vigun02g110600	-0.04	0.29
Vigun10g170300	-0.04	0.34
VigunL008700	-0.04	0.52
Vigun08g093000	-0.04	-0.10
Vigun11g102800	-0.04	-0.38
Vigun05g209800	-0.04	0.06
Vigun10g131600	-0.04	-0.03
Vigun01g007200	-0.04	0.35
Vigun09g234200	-0.04	-0.43
Vigun08g017600	-0.04	0.24
Vigun01g118600	-0.04	-0.04
Vigun01g162500	-0.04	-0.33
Vigun10g113800	-0.04	0.06
Vigun09g069000	-0.04	0.07
Vigun03g027600	-0.04	-0.04
Vigun05g234500	-0.04	0.32
Vigun03g411900	-0.04	0.72
Vigun06g208500	-0.04	-0.60
Vigun11g203300	-0.04	-0.30
Vigun05g234100	-0.04	0.13
Vigun06g142700	-0.04	-0.44
Vigun11g034400	-0.04	-0.07
Vigun05g189500	-0.04	0.91
Vigun03g234700	-0.04	-0.52
Vigun02g028500	-0.04	0.13
Vigun08g047600	-0.04	-0.05
Vigun07g143700	-0.04	0.45
Vigun11g187500	-0.04	0.00
Vigun08g218600	-0.04	-0.18
Vigun09g133300	-0.04	-0.26
Vigun01g060400	-0.04	0.05
Vigun08g050700	-0.04	0.33
Vigun06g047500	-0.04	0.37
Vigun09g270000	-0.04	-0.12
Vigun03g363700	-0.04	0.29
Vigun06g237800	-0.04	-0.04
Vigun09g073100	-0.04	-0.26
Vigun09g277700	-0.04	0.19
Vigun04g060200	-0.04	-0.42
Vigun05g250200	-0.04	0.05
Vigun07g211500	-0.04	-0.42
Vigun01g068900	-0.04	-0.26
Vigun09g278800	-0.04	0.04
Vigun06g232800	-0.04	-0.22
Vigun03g063200	-0.04	-0.03
Vigun11g187800	-0.04	-0.36
Vigun08g108200	-0.04	1.54
Vigun03g069000	-0.04	0.14
Vigun05g105400	-0.04	-0.37
Vigun02g043600	-0.04	0.04
Vigun11g136600	-0.04	-0.36
Vigun10g191100	-0.04	-0.15
Vigun07g033300	-0.04	0.51
Vigun06g132100	-0.04	-0.58
Vigun05g183700	-0.04	0.11
Vigun05g205400	-0.04	0.06
Vigun05g191100	-0.04	0.14
Vigun03g284500	-0.04	0.33
Vigun01g245200	-0.04	-0.06
Vigun03g016900	-0.04	-1.81
Vigun09g063700	-0.04	-0.16
Vigun10g146100	-0.04	-0.33
Vigun09g030700	-0.04	0.56
Vigun03g446900	-0.04	0.73
Vigun09g167500	-0.04	-0.61
Vigun11g057000	-0.04	0.27
Vigun03g102900	-0.04	0.16
Vigun04g039800	-0.04	-0.49
Vigun10g146500	-0.04	0.27
Vigun10g124100	-0.04	-0.58
Vigun11g058900	-0.04	-0.01
Vigun06g063900	-0.04	0.01
Vigun08g030700	-0.04	0.06
Vigun10g009600	-0.04	0.22
Vigun07g172600	-0.04	0.18
Vigun02g182200	-0.04	0.58
Vigun08g152300	-0.04	-0.58
Vigun01g130700	-0.04	0.14
Vigun02g104400	-0.04	-0.07
Vigun09g100200	-0.04	0.15
Vigun05g262400	-0.04	0.16
Vigun01g204600	-0.04	-0.22
Vigun01g107700	-0.04	0.24
Vigun11g190900	-0.04	0.16
Vigun01g023300	-0.04	0.20
Vigun05g139600	-0.04	-0.17
Vigun03g280200	-0.04	0.31
Vigun08g156800	-0.04	0.10
Vigun09g226200	-0.04	0.01
Vigun10g162400	-0.04	0.14
Vigun09g270500	-0.04	0.04
Vigun06g206300	-0.04	-0.17
Vigun02g012100	-0.05	-0.44
Vigun07g191900	-0.05	0.19
Vigun05g016100	-0.05	-0.02
Vigun09g127100	-0.05	0.38
Vigun09g002700	-0.05	0.37
Vigun11g121900	-0.05	-0.43
Vigun11g177500	-0.05	0.04
Vigun03g043200	-0.05	-0.31
Vigun10g190000	-0.05	-0.24
Vigun08g112000	-0.05	0.05
Vigun02g190400	-0.05	0.26
Vigun07g084700	-0.05	-0.15
Vigun03g078000	-0.05	0.05
Vigun04g130400	-0.05	0.08
Vigun03g007500	-0.05	-0.76
Vigun06g068200	-0.05	0.40
Vigun08g133100	-0.05	-1.30
Vigun05g014100	-0.05	-0.06
Vigun11g153300	-0.05	-0.16
Vigun03g201900	-0.05	-0.68
Vigun03g338100	-0.05	0.04
Vigun03g304400	-0.05	0.04
Vigun06g098900	-0.05	0.29
Vigun07g203900	-0.05	0.28
Vigun01g182000	-0.05	0.35
Vigun04g079000	-0.05	-0.27
Vigun09g205800	-0.05	0.58
Vigun07g155100	-0.05	0.42
Vigun07g115700	-0.05	-0.14
Vigun01g006500	-0.05	0.33
Vigun08g064500	-0.05	0.40
Vigun07g278800	-0.05	-0.40
Vigun01g097700	-0.05	0.76
Vigun03g011600	-0.05	-0.25
Vigun03g174300	-0.05	-0.30
Vigun08g171100	-0.05	0.28
Vigun09g111400	-0.05	0.14
Vigun04g194700	-0.05	0.17
Vigun11g176600	-0.05	0.18
Vigun06g173100	-0.05	0.23
Vigun03g393500	-0.05	-0.16
Vigun03g186800	-0.05	0.31
