taxa	nodule	root	21d_leaf
MtrunA17_Chr7g0230271	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230281	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230291	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230301	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230311	3.31	6.89	6.54
MtrunA17_Chr7g0230321	-3.32	3.62	4.34
MtrunA17_Chr7g0230331	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230341	-3.32	-6.64	-6.64
MtrunA17_Chr7g0230342	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230351	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230361	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230371	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230381	-0.74	7.60	6.88
MtrunA17_Chr7g0230382	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230391	-1.74	8.91	5.93
MtrunA17_Chr7g0230401	-1.74	5.52	6.41
MtrunA17_Chr7g0230411	0.49	6.20	11.74
MtrunA17_Chr7g0230421	-3.32	-6.64	9.73
MtrunA17_Chr7g0230431	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230441	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230451	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230461	-1.74	0.00	1.43
MtrunA17_Chr7g0230471	-6.64	1.72	2.41
MtrunA17_Chr7g0230481	5.93	9.00	9.63
MtrunA17_Chr7g0230491	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230501	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230511	-6.64	-1.74	-6.64
MtrunA17_Chr7g0230521	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230541	9.08	-0.51	-0.51
MtrunA17_Chr7g0230551	1.00	-6.64	-6.64
MtrunA17_Chr7g0230561	7.02	-6.64	4.88
MtrunA17_Chr7g0230571	2.63	3.02	2.20
MtrunA17_Chr7g0230581	9.06	3.64	2.58
MtrunA17_Chr7g0230591	2.32	-6.64	-1.74
MtrunA17_Chr7g0230601	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230611	-0.15	-6.64	-6.64
MtrunA17_Chr7g0230621	4.82	-6.64	-6.64
MtrunA17_Chr7g0230631	5.77	-6.64	-6.64
MtrunA17_Chr7g0230641	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230651	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230661	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230671	3.28	7.99	12.64
MtrunA17_Chr7g0230681	-6.64	3.12	5.77
MtrunA17_Chr7g0230691	4.48	7.62	8.70
MtrunA17_Chr7g0230701	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230711	-3.32	-6.64	-6.64
MtrunA17_Chr7g0230721	4.67	4.45	-6.64
MtrunA17_Chr7g0230731	6.62	9.35	9.83
MtrunA17_Chr7g0230741	0.77	5.33	6.04
MtrunA17_Chr7g0230751	-6.64	0.14	-6.64
MtrunA17_Chr7g0230761	-2.32	-6.64	-6.64
MtrunA17_Chr7g0230771	8.16	10.13	10.19
MtrunA17_Chr7g0230781	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230791	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230801	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230811	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230821	-2.32	-6.64	-6.64
MtrunA17_Chr7g0230831	3.99	-6.64	-6.64
MtrunA17_Chr7g0230841	5.18	-6.64	-6.64
MtrunA17_Chr7g0230851	4.39	-6.64	-6.64
MtrunA17_Chr7g0230861	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230871	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230881	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230891	-2.32	3.50	-6.64
MtrunA17_Chr7g0230901	8.67	10.77	10.71
MtrunA17_Chr7g0230911	-6.64	-1.74	-6.64
MtrunA17_Chr7g0230921	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230931	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230941	-3.32	-6.64	-6.64
MtrunA17_Chr7g0230951	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230961	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230971	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230981	6.43	4.79	3.17
MtrunA17_Chr7g0230991	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231001	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231011	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231021	-1.32	5.79	-6.64
MtrunA17_Chr7g0231031	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231041	-6.64	2.17	1.20
MtrunA17_Chr7g0231051	-6.64	-1.74	-0.51
MtrunA17_Chr7g0231061	-1.74	-1.74	-0.51
MtrunA17_Chr7g0231071	0.38	-0.51	-6.64
MtrunA17_Chr7g0231081	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231091	-6.64	-1.74	-6.64
MtrunA17_Chr7g0231101	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231111	-3.32	-0.51	-6.64
MtrunA17_Chr7g0231121	2.98	8.01	7.30
MtrunA17_Chr7g0231131	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231134	-6.64	8.83	-6.64
MtrunA17_Chr7g0231161	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231171	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231181	8.93	1.89	4.86
MtrunA17_Chr7g0231191	1.93	9.01	7.42
MtrunA17_Chr7g0231201	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231211	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231221	-0.15	10.32	-6.64
MtrunA17_Chr7g0231231	-3.32	-1.74	-6.64
MtrunA17_Chr7g0231241	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231251	4.90	5.07	4.25
MtrunA17_Chr7g0231261	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231271	6.25	2.20	-6.64
MtrunA17_Chr7g0231281	10.32	1.72	1.43
MtrunA17_Chr7g0231291	-2.32	2.51	-6.64
MtrunA17_Chr7g0231301	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231311	0.58	-6.64	-6.64
MtrunA17_Chr7g0231321	1.38	-1.74	-6.64
MtrunA17_Chr7g0231331	9.26	3.35	0.14
MtrunA17_Chr7g0231341	-2.32	-6.64	-6.64
MtrunA17_Chr7g0231351	-1.74	-6.64	-6.64
MtrunA17_Chr7g0231361	-1.32	-6.64	-6.64
MtrunA17_Chr7g0231371	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231381	1.58	-6.64	-6.64
MtrunA17_Chr7g0231391	5.17	-1.74	-6.64
MtrunA17_Chr7g0231401	3.31	8.27	8.86
MtrunA17_Chr7g0231411	3.34	0.38	0.38
MtrunA17_Chr7g0231421	1.38	-1.00	1.63
MtrunA17_Chr7g0231431	6.42	7.52	4.63
MtrunA17_Chr7g0231441	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231451	6.45	3.55	9.88
MtrunA17_Chr7g0231461	3.57	5.77	13.14
MtrunA17_Chr7g0231471	1.14	-6.64	4.50
MtrunA17_Chr7g0231481	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231491	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231501	-0.74	-6.64	-6.64
MtrunA17_Chr7g0231511	-6.64	-6.64	2.89
MtrunA17_Chr7g0231521	3.42	6.74	7.40
MtrunA17_Chr7g0231531	-3.32	0.14	0.14
MtrunA17_Chr7g0231541	-3.32	1.63	1.63
MtrunA17_Chr7g0231551	6.79	6.96	4.45
MtrunA17_Chr7g0231561	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231571	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231581	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231591	5.24	9.07	9.00
MtrunA17_Chr7g0231601	6.64	9.00	9.32
MtrunA17_Chr7g0231611	5.93	8.98	9.26
MtrunA17_Chr7g0231621	9.62	9.92	10.07
MtrunA17_Chr7g0231631	-1.32	3.15	-6.64
MtrunA17_Chr7g0231641	-3.32	3.54	1.89
MtrunA17_Chr7g0231651	-3.32	1.89	-6.64
MtrunA17_Chr7g0231661	-1.74	2.94	-6.64
MtrunA17_Chr7g0231671	4.76	7.52	7.46
MtrunA17_Chr7g0231681	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231691	0.14	-0.51	-6.64
MtrunA17_Chr7g0231701	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231711	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231721	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231731	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231741	1.38	5.64	3.61
MtrunA17_Chr7g0231751	1.38	3.67	3.78
MtrunA17_Chr7g0231761	-0.51	-6.64	-6.64
MtrunA17_Chr7g0231771	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231781	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231791	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231801	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231811	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231821	2.26	7.66	8.68
MtrunA17_Chr7g0231831	3.63	6.84	7.32
MtrunA17_Chr7g0231841	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231851	7.45	-6.64	-6.64
MtrunA17_Chr7g0231861	7.07	9.74	10.09
MtrunA17_Chr7g0231871	6.24	0.93	-6.64
MtrunA17_Chr7g0231881	4.29	9.18	9.65
MtrunA17_Chr7g0231891	-0.15	2.10	8.40
MtrunA17_Chr7g0231901	-6.64	0.00	6.98
MtrunA17_Chr7g0231911	-1.74	-0.51	5.18
MtrunA17_Chr7g0231912	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231921	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231931	6.96	9.86	11.38
MtrunA17_Chr7g0231941	4.43	7.61	7.85
MtrunA17_Chr7g0231951	-6.64	-6.64	-6.64
MtrunA17_Chr7g0231961	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231971	-3.32	-6.64	-6.64
MtrunA17_Chr7g0231981	-2.32	-6.64	-6.64
MtrunA17_Chr7g0231991	-1.74	10.47	-6.64
MtrunA17_Chr7g0232001	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232011	4.27	14.66	4.46
MtrunA17_Chr7g0232021	-1.74	0.38	-6.64
MtrunA17_Chr7g0232031	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232041	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232051	1.07	5.92	8.54
MtrunA17_Chr7g0232061	7.40	9.72	10.05
MtrunA17_Chr7g0232071	-6.64	-6.64	3.36
MtrunA17_Chr7g0232081	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232091	-1.00	11.50	-6.64
MtrunA17_Chr7g0232101	2.56	4.09	0.77
MtrunA17_Chr7g0232102	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232111	10.93	-6.64	-6.64
MtrunA17_Chr7g0232121	3.85	6.89	5.97
MtrunA17_Chr7g0232131	-1.32	0.49	8.03
MtrunA17_Chr7g0232141	10.98	-6.64	-6.64
MtrunA17_Chr7g0232151	2.87	-6.64	-6.64
MtrunA17_Chr7g0232161	4.71	10.29	7.48
MtrunA17_Chr7g0232162	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232171	0.38	6.13	-1.74
MtrunA17_Chr7g0232181	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232191	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232201	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232211	-3.32	5.25	1.96
MtrunA17_Chr7g0232221	3.50	2.77	0.85
MtrunA17_Chr7g0232231	10.60	-6.64	-6.64
MtrunA17_Chr7g0232241	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232251	7.46	10.21	12.00
MtrunA17_Chr7g0232261	-1.00	6.43	1.00
MtrunA17_Chr7g0232271	2.23	-1.74	-6.64
MtrunA17_Chr7g0232281	9.38	-6.64	-6.64
MtrunA17_Chr7g0232291	5.14	-6.64	-6.64
MtrunA17_Chr7g0232292	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232301	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232311	4.66	9.65	11.22
MtrunA17_Chr7g0232312	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232321	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232331	-1.32	2.23	4.77
MtrunA17_Chr7g0232341	-3.32	0.00	5.22
MtrunA17_Chr7g0232351	1.38	9.99	8.37
MtrunA17_Chr7g0232361	-3.32	-6.64	2.58
MtrunA17_Chr7g0232371	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232381	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232391	2.91	8.84	5.22
MtrunA17_Chr7g0232401	3.89	7.77	6.56
MtrunA17_Chr7g0232411	-1.00	8.23	10.71
MtrunA17_Chr7g0232421	-6.64	0.00	0.58
MtrunA17_Chr7g0232431	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232441	-1.74	3.75	8.38
MtrunA17_Chr7g0232451	-6.64	-1.32	-6.64
MtrunA17_Chr7g0232461	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232471	-6.64	-0.51	-6.64
MtrunA17_Chr7g0232481	-1.74	2.83	6.66
MtrunA17_Chr7g0232491	-3.32	2.32	5.09
MtrunA17_Chr7g0232501	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232511	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232521	-6.64	-1.32	-6.64
MtrunA17_Chr7g0232531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232541	-3.32	-6.64	-6.64
MtrunA17_Chr7g0232551	-6.64	-0.74	-0.51
MtrunA17_Chr7g0232561	1.20	4.04	4.39
MtrunA17_Chr7g0232571	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232581	4.58	1.72	2.04
MtrunA17_Chr7g0232591	-3.32	-6.64	-6.64
MtrunA17_Chr7g0232601	-3.32	-6.64	-6.64
MtrunA17_Chr7g0232611	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232621	-6.64	-6.64	-1.74
MtrunA17_Chr7g0232631	-6.64	0.14	0.68
MtrunA17_Chr7g0232641	8.01	8.29	8.44
MtrunA17_Chr7g0232651	-0.51	-0.74	1.54
MtrunA17_Chr7g0232661	-6.64	-6.64	1.20
MtrunA17_Chr7g0232671	-3.32	-6.64	-6.64
MtrunA17_Chr7g0232681	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232691	12.36	-6.64	-6.64
MtrunA17_Chr7g0232701	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232711	0.49	-6.64	-6.64
MtrunA17_Chr7g0232721	8.86	-6.64	-6.64
MtrunA17_Chr7g0232731	5.97	-1.74	-6.64
MtrunA17_Chr7g0232741	0.38	-6.64	-6.64
MtrunA17_Chr7g0232751	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232761	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232771	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232781	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232791	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232801	5.50	-6.64	-6.64
MtrunA17_Chr7g0232811	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232821	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232822	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232823	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232831	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232841	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232851	-2.32	-6.64	-1.74
MtrunA17_Chr7g0232852	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232861	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232871	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232881	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232891	2.20	2.70	3.10
MtrunA17_Chr7g0232901	1.72	1.72	0.77
MtrunA17_Chr7g0232911	12.06	0.00	0.38
MtrunA17_Chr7g0232912	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232921	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232931	-3.32	-6.64	-6.64
MtrunA17_Chr7g0232941	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232951	12.27	6.79	4.58
MtrunA17_Chr7g0232952	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232953	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232954	-6.64	-6.64	-6.64
MtrunA17_Chr7g0232961	7.50	7.45	9.66
MtrunA17_Chr7g0232971	2.51	5.56	3.55
MtrunA17_Chr7g0232981	-6.64	-0.51	-6.64
MtrunA17_Chr7g0232991	-2.32	-6.64	-6.64
MtrunA17_Chr7g0233001	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233011	6.84	-6.64	-6.64
MtrunA17_Chr7g0233021	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233031	-1.74	1.00	-6.64
MtrunA17_Chr7g0233041	5.02	-6.64	-6.64
MtrunA17_Chr7g0233051	6.53	7.92	10.62
MtrunA17_Chr7g0233061	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233071	8.82	8.63	9.22
MtrunA17_Chr7g0233081	1.20	9.70	7.75
MtrunA17_Chr7g0233091	5.31	3.57	5.46
MtrunA17_Chr7g0233101	12.69	-6.64	-6.64
MtrunA17_Chr7g0233111	3.90	-6.64	-6.64
MtrunA17_Chr7g0233121	1.58	-1.74	-6.64
MtrunA17_Chr7g0233131	-1.74	0.49	-1.74
MtrunA17_Chr7g0233141	-3.32	0.85	-6.64
MtrunA17_Chr7g0233151	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233161	-1.00	-6.64	-6.64
MtrunA17_Chr7g0233171	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233181	2.96	5.42	7.38
MtrunA17_Chr7g0233191	4.71	4.82	5.63
MtrunA17_Chr7g0233192	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233201	3.62	3.19	5.75
MtrunA17_Chr7g0233211	4.55	3.64	5.08
MtrunA17_Chr7g0233221	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233222	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233231	3.98	4.56	4.76
MtrunA17_Chr7g0233241	-2.32	-6.64	-6.64
MtrunA17_Chr7g0233251	5.44	5.01	8.70
MtrunA17_Chr7g0233261	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233271	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233281	9.92	12.42	13.70
MtrunA17_Chr7g0233291	1.77	-6.64	-6.64
MtrunA17_Chr7g0233301	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233311	-1.32	-6.64	-6.64
MtrunA17_Chr7g0233321	8.85	8.90	10.34
MtrunA17_Chr7g0233331	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233341	-2.32	-6.64	-6.64
MtrunA17_Chr7g0233351	5.87	9.04	9.28
MtrunA17_Chr7g0233361	7.55	10.06	10.78
MtrunA17_Chr7g0233371	1.07	0.77	0.38
MtrunA17_Chr7g0233381	-0.32	-6.64	-0.51
MtrunA17_Chr7g0233391	-6.64	4.00	-6.64
MtrunA17_Chr7g0233401	-6.64	0.38	-6.64
MtrunA17_Chr7g0233411	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233421	-3.32	0.38	-1.74
MtrunA17_Chr7g0233431	-6.64	0.38	-6.64
MtrunA17_Chr7g0233441	6.36	8.35	6.19
MtrunA17_Chr7g0233451	2.46	4.31	1.00
MtrunA17_Chr7g0233452	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233461	3.45	4.00	-6.64
MtrunA17_Chr7g0233471	5.05	7.29	7.90
MtrunA17_Chr7g0233481	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233491	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233501	-1.74	-6.64	-6.64
MtrunA17_Chr7g0233511	5.54	7.79	7.91
MtrunA17_Chr7g0233521	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233541	-6.64	0.00	-6.64
MtrunA17_Chr7g0233551	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233561	-6.64	-6.64	0.00
MtrunA17_Chr7g0233571	-3.32	-1.74	-6.64
MtrunA17_Chr7g0233581	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233591	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233601	6.67	7.85	8.34
MtrunA17_Chr7g0233611	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233621	-3.32	-1.74	-6.64
MtrunA17_Chr7g0233631	-3.32	-6.64	-6.64
MtrunA17_Chr7g0233641	5.59	7.23	7.34
MtrunA17_Chr7g0233651	2.51	6.51	8.00
MtrunA17_Chr7g0233661	-2.32	-1.74	-6.64
MtrunA17_Chr7g0233671	-3.32	-6.64	-0.51
MtrunA17_Chr7g0233681	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233691	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233701	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233711	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233721	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233731	-3.32	-0.15	0.00
MtrunA17_Chr7g0233741	7.10	8.59	6.30
MtrunA17_Chr7g0233751	-6.64	1.72	-6.64
MtrunA17_Chr7g0233752	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233761	5.30	7.49	7.84
MtrunA17_Chr7g0233771	8.84	12.39	7.59
MtrunA17_Chr7g0233781	3.29	7.28	0.93
MtrunA17_Chr7g0233791	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233801	-2.32	10.09	7.92
MtrunA17_Chr7g0233811	-3.32	4.99	-6.64
MtrunA17_Chr7g0233821	-6.64	1.43	-6.64
MtrunA17_Chr7g0233831	1.89	12.10	8.22
MtrunA17_Chr7g0233841	6.08	0.00	-6.64
MtrunA17_Chr7g0233851	3.52	-0.51	-6.64
MtrunA17_Chr7g0233861	8.87	-1.74	-6.64
MtrunA17_Chr7g0233862	-6.64	-6.64	-6.64
MtrunA17_Chr7g0233871	3.04	4.71	9.66
MtrunA17_Chr7g0233881	-2.32	6.49	3.00
MtrunA17_Chr7g0233891	11.24	-6.64	-6.64
MtrunA17_Chr7g0233901	-1.74	-1.74	2.51
MtrunA17_Chr7g0233911	4.91	6.67	7.81
MtrunA17_Chr7g0233921	7.31	8.15	8.86
MtrunA17_Chr7g0233931	6.16	-6.64	-6.64
MtrunA17_Chr7g0233941	7.05	10.40	10.20
MtrunA17_Chr7g0233951	7.12	9.01	9.02
MtrunA17_Chr7g0233961	10.97	-6.64	-6.64
MtrunA17_Chr7g0233971	6.27	-6.64	-6.64
MtrunA17_Chr7g0233981	12.24	-6.64	-6.64
MtrunA17_Chr7g0233991	6.61	-6.64	-6.64
MtrunA17_Chr7g0234001	7.41	-6.64	-6.64
MtrunA17_Chr7g0234011	13.42	-6.64	-6.64
MtrunA17_Chr7g0234021	2.00	-1.74	0.00
MtrunA17_Chr7g0234031	5.03	6.66	8.05
MtrunA17_Chr7g0234041	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234051	-3.32	4.25	0.38
MtrunA17_Chr7g0234061	2.70	7.71	6.71
MtrunA17_Chr7g0234071	6.66	6.60	4.32
MtrunA17_Chr7g0234081	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234091	-3.32	6.38	8.16
MtrunA17_Chr7g0234101	-1.74	-6.64	-6.64
MtrunA17_Chr7g0234111	-3.32	6.84	4.36
MtrunA17_Chr7g0234121	-6.64	-6.64	-0.51
MtrunA17_Chr7g0234131	-1.74	8.89	8.35
MtrunA17_Chr7g0234141	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234151	-3.32	-6.64	-6.64
MtrunA17_Chr7g0234161	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234171	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234181	-3.32	-6.64	-6.64
MtrunA17_Chr7g0234191	2.79	10.02	8.40
MtrunA17_Chr7g0234192	-3.32	-6.64	-6.64
MtrunA17_Chr7g0234201	6.49	9.08	9.25
MtrunA17_Chr7g0234202	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234211	1.00	4.31	4.18
MtrunA17_Chr7g0234221	2.94	7.79	8.25
MtrunA17_Chr7g0234231	-1.00	9.74	5.97
MtrunA17_Chr7g0234241	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234251	3.71	5.12	4.17
MtrunA17_Chr7g0234261	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234271	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234281	-1.00	-6.64	-6.64
MtrunA17_Chr7g0234291	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234301	7.44	8.84	8.30
MtrunA17_Chr7g0234311	-1.00	6.43	-6.64
MtrunA17_Chr7g0234321	4.57	6.54	3.55
MtrunA17_Chr7g0234331	-3.32	-1.74	1.58
MtrunA17_Chr7g0234341	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234351	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234361	-2.32	-6.64	-6.64
MtrunA17_Chr7g0234371	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234381	-3.32	-6.64	-6.64
MtrunA17_Chr7g0234391	0.26	5.10	4.25
MtrunA17_Chr7g0234401	12.66	9.42	2.41
MtrunA17_Chr7g0234402	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234411	5.91	5.97	4.27
MtrunA17_Chr7g0234421	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234431	-1.74	-6.64	-6.64
MtrunA17_Chr7g0234441	8.55	10.58	7.38
MtrunA17_Chr7g0234451	-1.00	-6.64	1.14
MtrunA17_Chr7g0234461	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234471	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234481	-6.64	6.87	8.33
MtrunA17_Chr7g0234491	-3.32	-6.64	-6.64
MtrunA17_Chr7g0234501	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234511	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234521	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234541	-3.32	-6.64	-6.64
MtrunA17_Chr7g0234551	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234561	-6.64	-6.64	6.14
MtrunA17_Chr7g0234571	-6.64	-6.64	1.20
MtrunA17_Chr7g0234581	2.54	5.69	8.35
MtrunA17_Chr7g0234591	4.10	8.42	8.32
MtrunA17_Chr7g0234601	6.85	11.32	12.81
MtrunA17_Chr7g0234611	-1.00	2.58	4.86
MtrunA17_Chr7g0234621	9.37	10.72	11.12
MtrunA17_Chr7g0234631	11.79	11.88	12.26
MtrunA17_Chr7g0234641	2.83	2.41	5.46
MtrunA17_Chr7g0234651	4.74	8.31	9.88
MtrunA17_Chr7g0234661	3.31	4.63	6.12
MtrunA17_Chr7g0234671	4.69	8.70	9.23
MtrunA17_Chr7g0234681	6.36	11.70	5.86
MtrunA17_Chr7g0234691	-1.74	6.99	2.81
MtrunA17_Chr7g0234701	11.52	13.14	13.07
MtrunA17_Chr7g0234711	-6.64	-6.64	-6.64
MtrunA17_Chr7g0234721	-2.32	-1.74	-6.64
