taxa	nodule	root	21d_leaf
MtrunA17_Chr7g0225741	2.43	5.11	6.08
MtrunA17_Chr7g0225751	-1.32	3.58	3.55
MtrunA17_Chr7g0225761	-1.00	3.62	3.05
MtrunA17_Chr7g0225771	2.58	5.16	4.75
MtrunA17_Chr7g0225781	-3.32	-6.64	-6.64
MtrunA17_Chr7g0225791	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225801	-6.64	-1.74	-6.64
MtrunA17_Chr7g0225811	-1.32	-6.64	-6.64
MtrunA17_Chr7g0225821	-3.32	7.96	-6.64
MtrunA17_Chr7g0225831	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225841	4.07	9.76	8.28
MtrunA17_Chr7g0225842	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225851	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225861	8.24	10.86	11.30
MtrunA17_Chr7g0225871	-3.32	4.63	0.00
MtrunA17_Chr7g0225881	2.14	5.13	3.32
MtrunA17_Chr7g0225891	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225901	-3.32	-6.64	3.56
MtrunA17_Chr7g0225911	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225921	-3.32	2.87	6.31
MtrunA17_Chr7g0225931	4.49	1.00	1.58
MtrunA17_Chr7g0225941	-6.64	-6.64	-6.64
MtrunA17_Chr7g0225951	6.20	8.63	9.13
MtrunA17_Chr7g0225961	4.58	9.24	8.29
MtrunA17_Chr7g0225971	-0.51	6.31	5.25
MtrunA17_Chr7g0225981	2.35	5.44	7.23
MtrunA17_Chr7g0225991	3.99	7.68	8.68
MtrunA17_Chr7g0226001	1.32	3.95	4.72
MtrunA17_Chr7g0226011	1.68	4.77	4.93
MtrunA17_Chr7g0226021	7.93	-6.64	-6.64
MtrunA17_Chr7g0226031	6.41	-6.64	-6.64
MtrunA17_Chr7g0226041	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226051	2.66	5.24	7.61
MtrunA17_Chr7g0226061	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226071	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226081	-6.64	-0.51	-6.64
MtrunA17_Chr7g0226091	1.00	0.77	-1.74
MtrunA17_Chr7g0226101	1.20	4.37	2.23
MtrunA17_Chr7g0226111	1.96	5.89	2.87
MtrunA17_Chr7g0226121	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226131	3.42	3.25	4.57
MtrunA17_Chr7g0226141	-1.32	1.96	3.47
MtrunA17_Chr7g0226151	0.49	-6.64	-6.64
MtrunA17_Chr7g0226161	-0.74	-6.64	-6.64
MtrunA17_Chr7g0226171	-0.51	-6.64	0.58
MtrunA17_Chr7g0226181	1.20	1.00	0.38
MtrunA17_Chr7g0226191	-3.32	-6.64	-0.51
MtrunA17_Chr7g0226201	2.32	1.89	0.00
MtrunA17_Chr7g0226211	1.38	1.85	2.74
MtrunA17_Chr7g0226221	1.63	1.54	1.43
MtrunA17_Chr7g0226231	-1.74	-6.64	-6.64
MtrunA17_Chr7g0226241	-2.32	-6.64	-6.64
MtrunA17_Chr7g0226251	3.74	3.02	5.34
MtrunA17_Chr7g0226261	6.66	8.98	8.92
MtrunA17_Chr7g0226271	3.93	7.06	2.00
MtrunA17_Chr7g0226281	4.78	6.28	7.03
MtrunA17_Chr7g0226291	7.38	10.64	11.13
MtrunA17_Chr7g0226301	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226311	-0.51	-6.64	-6.64
MtrunA17_Chr7g0226321	5.02	-6.64	-6.64
MtrunA17_Chr7g0226331	4.00	-6.64	-6.64
MtrunA17_Chr7g0226341	9.57	-6.64	-6.64
MtrunA17_Chr7g0226351	2.98	6.79	9.94
MtrunA17_Chr7g0226361	7.91	10.15	10.75
MtrunA17_Chr7g0226371	6.82	-6.64	-6.64
MtrunA17_Chr7g0226381	12.62	-6.64	-6.64
MtrunA17_Chr7g0226391	-1.74	-6.64	-6.64
MtrunA17_Chr7g0226401	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226411	5.52	5.27	4.77
MtrunA17_Chr7g0226421	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226431	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226432	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226441	-1.74	-6.64	-6.64
MtrunA17_Chr7g0226451	-0.15	7.05	11.03
MtrunA17_Chr7g0226461	2.00	3.36	4.52
MtrunA17_Chr7g0226471	0.38	2.10	3.12
MtrunA17_Chr7g0226481	-0.32	1.00	0.38
MtrunA17_Chr7g0226491	-1.00	0.38	-6.64
MtrunA17_Chr7g0226501	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226511	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226521	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226541	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226551	4.38	9.26	9.08
MtrunA17_Chr7g0226561	4.50	-6.64	-6.64
MtrunA17_Chr7g0226571	0.14	9.76	4.09
MtrunA17_Chr7g0226581	9.60	4.39	0.77
MtrunA17_Chr7g0226591	10.32	4.00	-0.51
MtrunA17_Chr7g0226601	-3.32	-0.51	-6.64
MtrunA17_Chr7g0226611	10.18	-1.74	-6.64
MtrunA17_Chr7g0226621	2.89	-6.64	-6.64
MtrunA17_Chr7g0226622	-1.32	-6.64	-6.64
MtrunA17_Chr7g0226631	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226641	8.18	-6.64	-6.64
MtrunA17_Chr7g0226651	-2.32	-6.64	-6.64
MtrunA17_Chr7g0226661	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226671	5.74	8.09	9.01
MtrunA17_Chr7g0226681	2.00	3.88	10.99
MtrunA17_Chr7g0226682	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226691	14.17	-6.64	-6.64
MtrunA17_Chr7g0226701	2.89	-6.64	-6.64
MtrunA17_Chr7g0226711	8.38	11.28	11.54
MtrunA17_Chr7g0226721	-3.32	-0.51	-0.51
MtrunA17_Chr7g0226731	-3.32	-6.64	-6.64
MtrunA17_Chr7g0226741	1.07	1.38	-6.64
MtrunA17_Chr7g0226751	3.56	1.72	-6.64
MtrunA17_Chr7g0226761	9.10	1.58	3.49
MtrunA17_Chr7g0226771	5.19	-6.64	-6.64
MtrunA17_Chr7g0226781	-6.64	2.23	8.12
MtrunA17_Chr7g0226791	-0.74	7.84	3.50
MtrunA17_Chr7g0226801	11.45	-6.64	-6.64
MtrunA17_Chr7g0226811	7.02	8.97	9.16
MtrunA17_Chr7g0226821	7.47	-6.64	-6.64
MtrunA17_Chr7g0226831	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226841	-2.32	-6.64	-6.64
MtrunA17_Chr7g0226851	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226861	4.56	-6.64	-6.64
MtrunA17_Chr7g0226871	3.38	-6.64	-6.64
MtrunA17_Chr7g0226881	7.73	-6.64	-6.64
MtrunA17_Chr7g0226891	-1.74	-6.64	-6.64
MtrunA17_Chr7g0226901	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226911	-0.15	8.40	4.41
MtrunA17_Chr7g0226921	-3.32	0.00	-6.64
MtrunA17_Chr7g0226931	1.68	6.85	-6.64
MtrunA17_Chr7g0226941	4.19	8.36	8.71
MtrunA17_Chr7g0226942	-6.64	-6.64	-6.64
MtrunA17_Chr7g0226951	-2.32	5.58	6.78
MtrunA17_Chr7g0226961	3.75	8.42	8.94
MtrunA17_Chr7g0226971	6.19	7.26	7.07
MtrunA17_Chr7g0226981	-1.74	-0.51	-0.51
MtrunA17_Chr7g0226991	-3.32	-6.64	7.16
MtrunA17_Chr7g0227001	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227011	-6.64	-6.64	1.89
MtrunA17_Chr7g0227021	-6.64	-6.64	5.56
MtrunA17_Chr7g0227031	-1.74	-6.64	-6.64
MtrunA17_Chr7g0227041	4.57	-0.51	-6.64
MtrunA17_Chr7g0227051	7.07	-6.64	-6.64
MtrunA17_Chr7g0227061	1.14	-6.64	-6.64
MtrunA17_Chr7g0227071	5.51	6.22	6.39
MtrunA17_Chr7g0227081	6.43	9.26	12.43
MtrunA17_Chr7g0227091	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227101	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227111	1.32	3.58	4.63
MtrunA17_Chr7g0227121	1.72	4.48	6.32
MtrunA17_Chr7g0227131	4.41	5.43	11.05
MtrunA17_Chr7g0227141	-6.64	0.00	2.10
MtrunA17_Chr7g0227151	1.07	3.22	5.63
MtrunA17_Chr7g0227161	5.77	6.50	6.24
MtrunA17_Chr7g0227171	7.58	4.74	5.94
MtrunA17_Chr7g0227181	-6.64	2.81	3.29
MtrunA17_Chr7g0227191	3.88	6.49	8.24
MtrunA17_Chr7g0227201	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227211	-3.32	-0.51	2.00
MtrunA17_Chr7g0227221	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227231	6.33	7.12	4.05
MtrunA17_Chr7g0227241	-6.64	-1.74	3.62
MtrunA17_Chr7g0227251	7.76	9.06	9.47
MtrunA17_Chr7g0227261	5.41	7.40	8.84
MtrunA17_Chr7g0227262	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227271	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227281	-6.64	-6.64	1.85
MtrunA17_Chr7g0227291	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227301	0.14	9.61	9.65
MtrunA17_Chr7g0227311	-6.64	5.90	4.76
MtrunA17_Chr7g0227321	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227331	7.45	10.74	11.03
MtrunA17_Chr7g0227341	5.00	5.85	6.89
MtrunA17_Chr7g0227351	3.31	5.07	8.09
MtrunA17_Chr7g0227361	5.98	7.64	7.99
MtrunA17_Chr7g0227371	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227381	6.11	8.83	9.68
MtrunA17_Chr7g0227391	3.89	5.72	5.65
MtrunA17_Chr7g0227401	7.12	8.63	6.48
MtrunA17_Chr7g0227411	4.58	-6.64	-6.64
MtrunA17_Chr7g0227421	11.41	-6.64	-6.64
MtrunA17_Chr7g0227431	-1.74	-6.64	-6.64
MtrunA17_Chr7g0227441	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227451	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227461	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227471	-6.64	-1.74	-6.64
MtrunA17_Chr7g0227481	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227491	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227501	-6.64	1.00	-6.64
MtrunA17_Chr7g0227511	-3.32	2.94	7.07
MtrunA17_Chr7g0227521	7.64	-6.64	-6.64
MtrunA17_Chr7g0227531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227541	9.77	-6.64	-6.64
MtrunA17_Chr7g0227551	6.17	-6.64	-6.64
MtrunA17_Chr7g0227561	-1.74	-6.64	-6.64
MtrunA17_Chr7g0227571	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227581	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227591	-0.15	-6.64	-6.64
MtrunA17_Chr7g0227601	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227611	5.58	8.50	8.60
MtrunA17_Chr7g0227621	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227631	-6.64	2.20	0.00
MtrunA17_Chr7g0227641	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227651	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227661	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227671	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227681	0.00	2.83	3.67
MtrunA17_Chr7g0227691	-6.64	1.72	1.72
MtrunA17_Chr7g0227701	-1.74	0.26	3.23
MtrunA17_Chr7g0227711	0.14	0.38	-6.64
MtrunA17_Chr7g0227721	-1.00	-6.64	-6.64
MtrunA17_Chr7g0227731	10.55	-6.64	-6.64
MtrunA17_Chr7g0227741	0.68	-6.64	-1.32
MtrunA17_Chr7g0227751	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227761	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227771	2.00	5.69	6.71
MtrunA17_Chr7g0227781	1.00	5.17	6.43
MtrunA17_Chr7g0227791	4.41	6.35	6.85
MtrunA17_Chr7g0227801	-3.32	-6.64	-1.74
MtrunA17_Chr7g0227811	-0.32	-0.51	-0.51
MtrunA17_Chr7g0227821	0.68	4.54	4.00
MtrunA17_Chr7g0227831	1.54	4.03	2.41
MtrunA17_Chr7g0227841	3.05	2.66	3.67
MtrunA17_Chr7g0227851	-6.64	-1.74	0.00
MtrunA17_Chr7g0227861	6.66	10.22	10.44
MtrunA17_Chr7g0227871	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227881	4.18	5.86	6.02
MtrunA17_Chr7g0227891	-2.32	-6.64	-6.64
MtrunA17_Chr7g0227901	-6.64	4.33	1.00
MtrunA17_Chr7g0227911	-3.32	-6.64	-6.64
MtrunA17_Chr7g0227921	5.51	9.94	8.60
MtrunA17_Chr7g0227931	4.17	5.79	6.65
MtrunA17_Chr7g0227941	-2.32	-6.64	-6.64
MtrunA17_Chr7g0227951	-6.64	-6.64	-6.64
MtrunA17_Chr7g0227961	7.82	11.69	11.05
MtrunA17_Chr7g0227971	-6.64	1.20	-6.64
MtrunA17_Chr7g0227981	6.89	8.92	9.37
MtrunA17_Chr7g0227991	-1.74	-6.64	-6.64
MtrunA17_Chr7g0228001	5.89	8.30	9.03
MtrunA17_Chr7g0228011	5.47	11.41	13.03
MtrunA17_Chr7g0228021	6.61	9.62	10.06
MtrunA17_Chr7g0228031	4.25	-1.74	-6.64
MtrunA17_Chr7g0228041	13.10	2.41	2.10
MtrunA17_Chr7g0228051	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228061	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228071	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228081	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228091	7.29	8.71	10.72
MtrunA17_Chr7g0228101	-0.32	3.67	8.91
MtrunA17_Chr7g0228111	-3.32	1.32	11.61
MtrunA17_Chr7g0228121	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228131	3.41	4.89	4.87
MtrunA17_Chr7g0228141	4.93	6.86	6.40
MtrunA17_Chr7g0228151	7.96	7.82	8.00
MtrunA17_Chr7g0228161	4.20	5.77	10.35
MtrunA17_Chr7g0228171	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228181	-0.51	3.73	-0.51
MtrunA17_Chr7g0228191	-1.74	2.41	0.77
MtrunA17_Chr7g0228201	1.43	0.00	5.35
MtrunA17_Chr7g0228211	6.21	8.60	12.31
MtrunA17_Chr7g0228221	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228231	-2.32	-6.64	-6.64
MtrunA17_Chr7g0228241	-2.32	-6.64	-6.64
MtrunA17_Chr7g0228251	-6.64	3.36	4.54
MtrunA17_Chr7g0228261	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228271	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228281	-3.32	-1.32	-6.64
MtrunA17_Chr7g0228291	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228301	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228311	8.68	11.82	11.94
MtrunA17_Chr7g0228321	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228331	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228341	-0.15	6.49	-6.64
MtrunA17_Chr7g0228351	-1.74	2.29	-6.64
MtrunA17_Chr7g0228361	-3.32	-6.64	-6.64
MtrunA17_Chr7g0228371	3.05	7.03	9.73
MtrunA17_Chr7g0228381	-6.64	-1.74	-1.74
MtrunA17_Chr7g0228391	-6.64	-0.51	-6.64
MtrunA17_Chr7g0228401	-3.32	-6.64	-6.64
MtrunA17_Chr7g0228411	-1.74	-6.64	-6.64
MtrunA17_Chr7g0228421	5.47	7.15	-6.64
MtrunA17_Chr7g0228431	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228441	-6.64	0.00	-6.64
MtrunA17_Chr7g0228451	6.94	7.84	8.21
MtrunA17_Chr7g0228461	-6.64	-0.51	-1.74
MtrunA17_Chr7g0228471	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228481	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228491	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228501	-3.32	-6.64	-6.64
MtrunA17_Chr7g0228511	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228521	2.04	-6.64	-6.64
MtrunA17_Chr7g0228531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228541	7.12	10.54	11.63
MtrunA17_Chr7g0228551	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228561	12.79	0.14	-6.64
MtrunA17_Chr7g0228571	3.39	-6.64	-6.64
MtrunA17_Chr7g0228572	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228581	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228591	-6.64	-1.74	-6.64
MtrunA17_Chr7g0228601	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228611	7.37	12.14	10.28
MtrunA17_Chr7g0228621	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228631	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228641	7.64	9.88	10.79
MtrunA17_Chr7g0228642	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228651	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228661	-1.74	-6.64	-6.64
MtrunA17_Chr7g0228671	13.71	-6.64	-6.64
MtrunA17_Chr7g0228672	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228673	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228681	6.66	9.50	9.93
MtrunA17_Chr7g0228691	0.26	3.04	-0.32
MtrunA17_Chr7g0228701	1.32	3.19	-6.64
MtrunA17_Chr7g0228711	3.31	-6.64	-6.64
MtrunA17_Chr7g0228721	7.10	9.46	9.49
MtrunA17_Chr7g0228731	2.23	-6.64	-6.64
MtrunA17_Chr7g0228741	5.30	-6.64	-6.64
MtrunA17_Chr7g0228751	7.26	9.84	9.71
MtrunA17_Chr7g0228761	-3.32	-6.64	-6.64
MtrunA17_Chr7g0228771	7.38	8.90	4.97
MtrunA17_Chr7g0228781	0.77	-6.64	-6.64
MtrunA17_Chr7g0228791	-6.64	-0.51	0.00
MtrunA17_Chr7g0228801	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228811	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228821	-1.74	-6.64	-6.64
MtrunA17_Chr7g0228831	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228841	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228851	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228861	-1.74	5.65	-6.64
MtrunA17_Chr7g0228871	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228881	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228891	0.14	8.14	-6.64
MtrunA17_Chr7g0228901	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228911	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228921	4.88	8.77	9.68
MtrunA17_Chr7g0228931	4.60	2.41	1.43
MtrunA17_Chr7g0228941	2.23	4.29	3.58
MtrunA17_Chr7g0228951	4.82	5.14	-0.51
MtrunA17_Chr7g0228961	5.55	4.70	-6.64
MtrunA17_Chr7g0228971	-1.32	-0.51	3.05
MtrunA17_Chr7g0228981	-3.32	-6.64	-6.64
MtrunA17_Chr7g0228982	-6.64	-6.64	-6.64
MtrunA17_Chr7g0228991	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229001	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229011	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229021	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229031	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229041	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229051	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229061	6.32	7.96	9.60
MtrunA17_Chr7g0229071	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229081	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229091	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229101	-1.74	-6.64	0.38
MtrunA17_Chr7g0229111	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229121	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229131	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229141	-1.74	1.43	0.00
MtrunA17_Chr7g0229151	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229161	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229171	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229181	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229191	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229201	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229211	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229221	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229231	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229241	-3.32	-6.64	-6.64
MtrunA17_Chr7g0229251	1.26	0.49	-6.64
MtrunA17_Chr7g0229261	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229271	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229281	0.77	0.58	-1.32
MtrunA17_Chr7g0229291	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229301	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229311	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229321	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229331	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229341	0.77	-6.64	-6.64
MtrunA17_Chr7g0229351	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229361	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229371	5.85	2.66	0.77
MtrunA17_Chr7g0229381	-6.64	3.39	-6.64
MtrunA17_Chr7g0229391	3.60	-6.64	-6.64
MtrunA17_Chr7g0229401	18.55	7.28	9.29
MtrunA17_Chr7g0229411	-2.32	-6.64	-6.64
MtrunA17_Chr7g0229412	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229421	1.43	6.62	6.45
MtrunA17_Chr7g0229431	6.87	10.20	9.21
MtrunA17_Chr7g0229441	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229451	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229461	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229471	-3.32	0.77	3.56
MtrunA17_Chr7g0229481	-3.32	-6.64	-6.64
MtrunA17_Chr7g0229491	3.36	6.90	4.43
MtrunA17_Chr7g0229501	-1.74	-6.64	-1.74
MtrunA17_Chr7g0229511	10.86	-6.64	-6.64
MtrunA17_Chr7g0229521	5.08	-6.64	-6.64
MtrunA17_Chr7g0229531	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229541	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229551	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229561	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229571	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229581	-2.32	-6.64	-6.64
MtrunA17_Chr7g0229591	-3.32	-6.64	-6.64
MtrunA17_Chr7g0229592	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229601	0.77	3.77	0.38
MtrunA17_Chr7g0229611	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229621	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229631	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229641	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229651	-6.64	-1.74	-6.64
MtrunA17_Chr7g0229661	-3.32	-6.64	-6.64
MtrunA17_Chr7g0229671	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229681	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229691	-3.32	0.00	-6.64
MtrunA17_Chr7g0229701	-0.74	-6.64	-6.64
MtrunA17_Chr7g0229711	-2.32	-6.64	-6.64
MtrunA17_Chr7g0229721	-3.32	-6.64	-6.64
MtrunA17_Chr7g0229731	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229741	-6.64	-6.64	2.10
MtrunA17_Chr7g0229751	1.58	3.29	-6.64
MtrunA17_Chr7g0229761	-3.32	6.96	8.50
MtrunA17_Chr7g0229771	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229781	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229791	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229801	4.50	8.06	7.84
MtrunA17_Chr7g0229811	0.58	5.49	6.16
MtrunA17_Chr7g0229821	4.15	6.44	7.35
MtrunA17_Chr7g0229831	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229841	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229851	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229861	4.63	7.21	7.55
MtrunA17_Chr7g0229871	-0.32	-6.64	-6.64
MtrunA17_Chr7g0229881	4.17	7.66	7.97
MtrunA17_Chr7g0229891	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229901	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229911	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229921	-6.64	-6.64	-6.64
MtrunA17_Chr7g0229931	15.26	-6.64	-6.64
MtrunA17_Chr7g0229941	2.96	6.98	9.18
MtrunA17_Chr7g0229951	6.14	8.80	9.09
MtrunA17_Chr7g0229961	6.83	10.20	11.82
MtrunA17_Chr7g0229971	4.85	8.44	10.40
MtrunA17_Chr7g0229981	6.24	8.50	12.18
MtrunA17_Chr7g0229991	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230001	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230011	0.77	7.82	10.03
MtrunA17_Chr7g0230021	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230031	7.09	9.52	10.17
MtrunA17_Chr7g0230041	7.82	10.38	11.73
MtrunA17_Chr7g0230051	6.20	-6.64	-6.64
MtrunA17_Chr7g0230061	6.67	4.68	1.77
MtrunA17_Chr7g0230071	0.77	-0.51	-6.64
MtrunA17_Chr7g0230072	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230081	-6.64	7.29	-6.64
MtrunA17_Chr7g0230091	-6.64	3.17	-6.64
MtrunA17_Chr7g0230101	9.74	11.05	10.32
MtrunA17_Chr7g0230111	0.77	4.41	2.51
MtrunA17_Chr7g0230112	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230121	7.05	8.49	9.31
MtrunA17_Chr7g0230131	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230141	-1.00	2.81	4.16
MtrunA17_Chr7g0230151	4.63	9.12	9.98
MtrunA17_Chr7g0230161	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230171	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230181	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230191	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230201	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230211	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230221	-3.32	-0.74	-6.64
MtrunA17_Chr7g0230231	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230241	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230251	-6.64	-6.64	-6.64
MtrunA17_Chr7g0230261	-6.64	-6.64	-6.64
