taxa	0.5h	1h	3h	5h	8h	24h
Nitab4.5_0000102g0300.1	0	0.5	-0.4	3	4.2	-0.2
Nitab4.5_0000104g0210.1	0.3	0.1	0.1	0.8	1.7	-0.4
Nitab4.5_0000108g0290.1	0.7	0.6	0.2	0.5	1.3	0.7
Nitab4.5_0000110g0020.1	1	-0.2	0.8	0.5	1.7	0.5
Nitab4.5_0000121g0040.1	0.5	0.5	1	0.5	1.6	1.2
Nitab4.5_0000121g0140.1	-0.1	-1	-0.5	-0.8	-1.7	0
Nitab4.5_0000123g0370.1	-0.2	0.5	0.8	-0.1	1.2	0.7
Nitab4.5_0000123g0410.1	0.8	0.3	-0.3	-0.7	-2.2	0.5
Nitab4.5_0000130g0230.1	-1.5	0.1	0.6	0.9	1.6	0
Nitab4.5_0000131g0030.1	-0.3	-0.2	0.2	0.3	1.2	0
Nitab4.5_0000134g0070.1	0.3	0.3	0.7	0.3	1.2	0.6
Nitab4.5_0000136g0340.1	-0.6	-0.5	-0.9	-0.7	-1.1	-0.6
Nitab4.5_0000143g0510.1	-0.4	-0.2	0.3	-0.7	-1.2	0.2
Nitab4.5_0000155g0200.1	-0.9	-1.3	-1	-1.1	-2.1	-1.2
Nitab4.5_0000161g0100.1	0.5	0.9	0.3	-0.7	-1.4	0.2
Nitab4.5_0000171g0330.1	-0.1	0.1	0	-0.3	-1.1	-0.5
Nitab4.5_0000178g0360.1	-2	-0.4	1.1	1.1	3	-0.2
Nitab4.5_0000180g0090.1	0.7	0.5	0.5	0.4	1.1	0.9
Nitab4.5_0000181g0120.1	-1	-1.3	-0.4	-0.8	-1.4	0.2
Nitab4.5_0000185g0120.1	-0.8	-0.8	-0.5	-0.4	-1.2	0
Nitab4.5_0000187g0220.1	1	1	0.5	0	1.5	1.1
Nitab4.5_0000189g0080.1	0.6	0.7	0.3	1	2.4	-0.7
Nitab4.5_0000193g0120.1	-0.7	-0.6	0.6	-0.3	-1.6	0.7
Nitab4.5_0000195g0220.1	0.5	0.8	-0.2	-0.4	-2.4	-1.3
Nitab4.5_0000199g0040.1	-0.6	0	-0.9	-0.6	-1.2	0
Nitab4.5_0000201g0240.1	0.4	-0.1	-0.5	-0.9	-1.8	0.5
Nitab4.5_0000203g0140.1	-1.1	-0.2	0.9	0	-1.9	1.5
Nitab4.5_0000206g0060.1	-0.4	-1.3	-0.4	-2.5	-13.4	0.5
Nitab4.5_0000207g0200.1	0.1	0.1	0.6	0.6	2.3	0.2
Nitab4.5_0000207g0380.1	0.8	0.7	0	-0.3	1.6	1.3
Nitab4.5_0000207g0390.1	-1	-0.3	-0.4	-0.4	-1.9	-0.3
Nitab4.5_0000209g0240.1	0.1	-0.1	-0.5	-1	-2	0.3
Nitab4.5_0000215g0040.1	0.1	0.7	0.8	0.5	2.3	0.7
Nitab4.5_0000218g0110.1	-0.1	0.3	0.4	0.1	1	0.1
Nitab4.5_0000231g0350.1	-0.8	-0.4	-0.2	-0.5	-1.1	-0.5
Nitab4.5_0000232g0110.1	-0.3	-0.1	-0.4	-0.8	-1.2	-0.3
Nitab4.5_0000233g0210.1	0	0.6	0.8	0.3	1.4	0.6
Nitab4.5_0000244g0280.1	0.4	0	0	-0.2	-1.1	0.2
Nitab4.5_0000245g0060.1	0.5	0.1	0.3	-0.5	-1.5	0.5
Nitab4.5_0000246g0290.1	-0.1	0	0	-0.1	-1.4	-0.2
Nitab4.5_0000254g0250.1	0.1	0.2	0.4	0.7	1.6	0.4
Nitab4.5_0000256g0150.1	0.3	0.2	-0.5	-0.8	-1.2	0.1
Nitab4.5_0000261g0020.1	-0.3	-0.8	-0.4	-0.6	-1.1	-0.1
Nitab4.5_0000261g0260.1	0	-0.3	1.1	-1	-2.1	-0.6
Nitab4.5_0000269g0300.1	-0.7	-0.5	-0.1	-0.3	-1.3	-0.7
Nitab4.5_0000272g0070.1	0.2	0.1	0.4	0.9	1.3	0.5
Nitab4.5_0000272g0190.1	-0.2	0	0	-0.4	-1.1	0.2
Nitab4.5_0000282g0020.1	-0.2	-0.5	0	-0.8	-1.2	0.4
Nitab4.5_0000291g0090.1	-0.8	-0.5	-0.1	-0.7	-1	0.1
Nitab4.5_0000296g0110.1	-0.8	-0.3	-0.2	-0.3	-2	-0.5
Nitab4.5_0000300g0240.1	0.1	0.1	-0.3	0	1.1	0.7
Nitab4.5_0000302g0080.1	-0.5	-0.9	-1.4	-2.4	1.8	-0.7
Nitab4.5_0000305g0260.1	-0.3	0.3	0.4	0.5	1	0.5
Nitab4.5_0000307g0130.1	0.7	0.8	0.4	1	1.1	-0.1
Nitab4.5_0000307g0160.1	0.5	0.2	0.3	-0.1	-1.5	-1
Nitab4.5_0000308g0260.1	0	0.2	-0.2	0.9	1.3	-0.2
Nitab4.5_0000310g0170.1	-0.8	-0.7	-0.3	-0.6	-1.1	-0.2
Nitab4.5_0000312g0110.1	-0.6	-0.9	0.1	0.2	-1.7	0.1
Nitab4.5_0000312g0240.1	-0.3	-0.3	-0.6	0.1	-1.1	0.5
Nitab4.5_0000316g0090.1	0	0.3	0.7	0.4	2	1
Nitab4.5_0000318g0230.1	-2.4	0.4	1.8	2	3.6	0.4
Nitab4.5_0000330g0040.1	0.8	0.9	1.1	0.5	1.6	1.1
Nitab4.5_0000330g0050.1	-0.2	-0.3	0.2	-0.7	-1.1	-0.2
Nitab4.5_0000337g0020.1	0	-0.3	0.2	-0.1	-1.1	0.5
Nitab4.5_0000340g0090.1	-0.3	-0.5	-0.4	-0.6	-1	-0.1
Nitab4.5_0000347g0090.1	-1.6	-0.1	-0.2	-0.2	2.7	2.1
Nitab4.5_0000351g0170.1	-0.3	0	0.3	0.8	1.1	0.3
Nitab4.5_0000368g0200.1	0	-0.2	-0.4	-0.6	-1.5	-0.9
Nitab4.5_0000370g0050.1	-0.2	0	0.3	0.2	1.2	0.3
Nitab4.5_0000386g0240.1	-0.6	-0.3	0.3	0.2	-1	0.1
Nitab4.5_0000396g0170.1	-0.3	1	0.8	0.8	2.3	1.7
Nitab4.5_0000396g0230.1	-0.4	0.4	0.8	0.4	1.4	0.3
Nitab4.5_0000400g0050.1	-1	-0.5	-0.9	-0.8	-1.2	-1.1
Nitab4.5_0000400g0140.1	0.2	-0.3	-0.3	-0.1	2	1.1
Nitab4.5_0000402g0180.1	-0.6	0.2	0.3	0.2	1	0.7
Nitab4.5_0000403g0030.1	0.5	0.9	1.5	1.5	2.4	-1
Nitab4.5_0000403g0080.1	-0.9	0.3	1.2	-0.4	1.5	-0.2
Nitab4.5_0000404g0110.1	0.5	-0.8	0.1	-0.3	1.5	0.1
Nitab4.5_0000406g0070.1	-0.7	-0.3	-0.4	-0.5	-1.4	0.3
Nitab4.5_0000408g0160.1	-0.7	-0.4	-0.9	-0.9	-1.3	-0.7
Nitab4.5_0000410g0400.1	-0.2	0.2	0.6	0.4	1.2	0.8
Nitab4.5_0000412g0050.1	-0.4	-0.1	0	-0.4	1	0.2
Nitab4.5_0000413g0220.1	-0.7	0	-0.1	-0.9	-1.4	1.1
Nitab4.5_0000414g0060.1	-0.3	-0.5	0.2	-0.2	-1.5	-0.5
Nitab4.5_0000421g0020.1	-0.3	-0.4	-0.4	-0.9	-1.7	0.4
Nitab4.5_0000421g0130.1	-0.7	-0.6	-0.1	0	-1.1	-0.2
Nitab4.5_0000457g0110.1	0.3	0.2	0.8	0	1	0.3
Nitab4.5_0000457g0370.1	-0.9	-0.9	0.2	-0.9	-1.3	-0.1
Nitab4.5_0000460g0040.1	-0.2	0.2	-0.1	-0.8	-1.5	-0.2
Nitab4.5_0000461g0140.1	0.1	0.8	-0.4	-0.4	-1.1	-0.3
Nitab4.5_0000472g0340.1	-0.6	-0.3	0.2	-0.3	-1.8	-0.3
Nitab4.5_0000483g0140.1	0.1	-0.2	0	-0.2	-1.2	-0.5
Nitab4.5_0000491g0080.1	-0.3	-0.4	0.1	0.6	1.5	0.3
Nitab4.5_0000503g0010.1	0	0	8.6	0	12.6	11
Nitab4.5_0000504g0030.1	-0.4	-0.3	-0.2	-0.4	-1.2	-0.1
Nitab4.5_0000504g0040.1	-0.6	-0.5	-0.5	-1	-1.7	-0.4
Nitab4.5_0000510g0040.1	0.8	1	0.4	0.7	1.2	0.5
Nitab4.5_0000513g0100.1	-1	-0.3	0.4	-0.9	-1.3	-0.6
Nitab4.5_0000513g0130.1	0.3	-0.3	-0.1	1.1	1.4	0.4
Nitab4.5_0000558g0010.1	-4.2	-1	-0.1	-0.5	2.6	1.9
Nitab4.5_0000559g0220.1	0	-0.9	-0.9	-0.9	-1.2	-1.1
Nitab4.5_0000562g0080.1	-0.5	-0.6	0.2	-0.5	-1.8	0.1
Nitab4.5_0000565g0270.1	8.2	7.8	12.1	10.7	13.2	14.2
Nitab4.5_0000566g0200.1	-0.6	-0.7	-0.3	0.3	-1.2	-0.5
Nitab4.5_0000570g0290.1	0.1	0.5	0.1	-0.1	1.1	0.8
Nitab4.5_0000574g0150.1	-0.4	-0.8	-0.3	-0.5	-1.6	-0.3
Nitab4.5_0000580g0250.1	0	0	12.5	12.2	14.9	14.3
Nitab4.5_0000583g0180.1	-0.8	-0.5	-0.1	-0.7	-1	-0.4
Nitab4.5_0000593g0080.1	0.2	0.9	0.6	0.2	1.9	2.1
Nitab4.5_0000595g0010.1	-0.7	-0.6	-0.3	1.1	3.8	-0.4
Nitab4.5_0000605g0120.1	0.4	0.5	0.4	0.4	1.1	0.4
Nitab4.5_0000608g0110.1	0	0	8.5	7.9	13.4	13.2
Nitab4.5_0000618g0120.1	-0.3	-0.3	0.4	1	1.4	0.1
Nitab4.5_0000649g0210.1	-0.2	-0.2	-0.3	-0.6	-1.2	-0.4
Nitab4.5_0000649g0260.1	0.2	0.4	0.8	0.8	1.4	0.5
Nitab4.5_0000650g0260.1	-0.8	-0.8	-0.4	-0.4	-1.7	-0.3
Nitab4.5_0000652g0220.1	-1	-0.4	0.2	0.5	-1.2	-0.2
Nitab4.5_0000658g0110.1	-0.8	-0.6	-0.7	-0.9	-1.5	-1.4
Nitab4.5_0000671g0010.1	0	-0.3	0	-0.6	-1.4	0
Nitab4.5_0000676g0240.1	-0.6	-0.8	-0.1	-0.4	-1	-0.3
Nitab4.5_0000680g0090.1	-0.2	0.2	0.5	0.7	1.4	0
Nitab4.5_0000690g0070.1	-0.8	0.7	1.4	-0.6	3.2	2.2
Nitab4.5_0000691g0010.1	1	0.2	0.3	-0.6	-1.1	0.7
Nitab4.5_0000702g0130.1	0.4	0.1	-0.1	-0.1	-1.3	-0.3
Nitab4.5_0000704g0060.1	-0.7	-0.4	0.2	0.4	-1.3	0
Nitab4.5_0000705g0020.1	-0.3	-0.2	-0.5	-1.2	-1.7	-0.7
Nitab4.5_0000705g0030.1	-0.9	-1	-3.8	-2.1	-12.8	-1.1
Nitab4.5_0000714g0070.1	0.4	0.6	0.8	0	1.3	0.6
Nitab4.5_0000715g0120.1	-0.3	0.4	0.7	0.9	1.1	-0.4
Nitab4.5_0000715g0150.1	0.1	0	0.5	0.4	1.2	-0.2
Nitab4.5_0000716g0250.1	0	-0.3	-0.6	-0.9	-1.3	-1.2
Nitab4.5_0000722g0030.1	0	0	12.4	10.5	13.9	12.3
Nitab4.5_0000728g0020.1	-0.8	-0.6	-0.7	-0.5	-1.4	-0.7
Nitab4.5_0000730g0120.1	0	0.4	0.4	0.6	1.2	0.9
Nitab4.5_0000737g0020.1	-0.9	-0.7	-0.2	-0.4	-1.1	-0.2
Nitab4.5_0000754g0250.1	0.9	0.7	0.7	0.4	1	1.5
Nitab4.5_0000755g0010.1	-0.3	0.1	0.3	0	1	0.3
Nitab4.5_0000759g0150.1	-0.4	-0.1	0.5	0.9	2	1.3
Nitab4.5_0000763g0030.1	0	-0.5	0	-0.2	-1.9	-0.9
Nitab4.5_0000782g0010.1	-0.3	0	-0.7	-0.8	-1.2	-1.2
Nitab4.5_0000782g0150.1	0	0.4	0.6	0.9	1.5	0.5
Nitab4.5_0000783g0110.1	-0.8	-0.9	-0.1	-0.8	-1.6	-0.2
Nitab4.5_0000783g0240.1	0.2	-0.1	0.4	0.8	1.2	0
Nitab4.5_0000785g0170.1	0.3	-0.2	-0.6	-1.1	-1.3	-0.9
Nitab4.5_0000787g0200.1	0.4	0.9	0.7	0.4	1.4	1
Nitab4.5_0000792g0050.1	0.3	0.3	0.6	0.7	1.1	0.1
Nitab4.5_0000795g0060.1	-0.2	0.3	0.3	-0.2	1.6	0.9
Nitab4.5_0000812g0020.1	0.2	0.9	-0.5	-0.5	2.7	1.7
Nitab4.5_0000814g0020.1	-0.8	-0.5	-0.8	-0.2	2.7	-0.2
Nitab4.5_0000818g0010.1	0.4	0	-0.4	-1	1.2	1.3
Nitab4.5_0000824g0040.1	0.4	0	-0.1	0.8	1.3	-0.4
Nitab4.5_0000858g0060.1	-2.6	0.7	2	0.1	3.6	-0.3
Nitab4.5_0000868g0010.1	-0.6	-0.9	-0.5	-0.6	-1.4	0
Nitab4.5_0000874g0110.1	0	0.3	0.7	0.7	1	0.3
Nitab4.5_0000884g0010.1	0	0.6	0.7	0.2	2.1	1.3
Nitab4.5_0000884g0020.1	-1	0.3	1.1	0.4	2.4	1
Nitab4.5_0000884g0030.1	-0.1	0.3	0.6	0.2	1.8	1.2
Nitab4.5_0000884g0090.1	0	0.2	0.1	0.6	1.4	0.8
Nitab4.5_0000919g0070.1	0.5	0.1	-1.2	-1.6	-1.7	-1
Nitab4.5_0000919g0090.1	-0.5	-0.4	1	-0.7	1.6	0.4
Nitab4.5_0000935g0190.1	-0.1	0.1	0	1.1	2.5	0.2
Nitab4.5_0000941g0150.1	-0.6	0	-0.9	-0.7	-1	-0.9
Nitab4.5_0000956g0030.1	0	0.5	1.1	1.1	1.5	0
Nitab4.5_0000961g0130.1	0.1	0.6	0.7	0.2	1.2	0.1
Nitab4.5_0000983g0060.1	0.8	0.4	0.7	0.3	1.5	1.5
Nitab4.5_0000991g0020.1	0.2	0.7	1	1.7	1.9	0
Nitab4.5_0001029g0080.1	0.2	0	0.6	0	1.7	1
Nitab4.5_0001040g0120.1	1	0.4	1	0.7	1	0.7
Nitab4.5_0001054g0040.1	-0.2	0.1	-0.1	-0.8	-3	-2.1
Nitab4.5_0001057g0030.1	0.3	0.4	0.3	0.6	1.1	0.5
Nitab4.5_0001071g0080.1	-0.7	-0.4	-0.5	-0.7	-1.3	-0.8
Nitab4.5_0001079g0100.1	0	-0.4	-1	-0.8	-1.1	-0.8
Nitab4.5_0001086g0030.1	-0.5	-0.8	-0.3	-0.6	-1.6	-0.2
Nitab4.5_0001092g0010.1	-0.8	-0.6	-0.9	-1.2	-1.6	-1.4
Nitab4.5_0001092g0030.1	-0.9	0	0.5	0.3	-1.8	0.2
Nitab4.5_0001096g0020.1	-0.4	0	0.8	0.5	1.2	0.7
Nitab4.5_0001128g0070.1	0	-0.2	-0.3	-0.6	-1.5	0
Nitab4.5_0001128g0080.1	1	0.1	-0.3	-1	-1.9	0.7
Nitab4.5_0001128g0090.1	0.5	0.3	0.7	0.7	1	0.7
Nitab4.5_0001128g0100.1	-0.6	-0.9	-0.8	-0.8	-1.4	-0.9
Nitab4.5_0001129g0060.1	-0.1	0.2	0.2	0.7	1	0.3
Nitab4.5_0001146g0060.1	-0.6	0.3	0.5	0.5	1.5	-0.5
Nitab4.5_0001164g0090.1	-0.9	-0.3	-0.7	-0.4	-1.3	-1.1
Nitab4.5_0001164g0190.1	-2.5	-2.9	0.2	-1.2	-14.2	-2.4
Nitab4.5_0001172g0110.1	-0.6	-0.2	-0.4	-0.7	-1.8	-0.4
Nitab4.5_0001190g0050.1	-0.4	-0.3	-0.2	-0.7	-1.7	-0.1
Nitab4.5_0001196g0060.1	-1	-0.1	0.8	-0.3	-1	0.4
Nitab4.5_0001202g0030.1	0.3	0.5	0.9	0.6	1.5	1.2
Nitab4.5_0001225g0060.1	0.8	0.2	0.1	-0.6	-1.1	0.5
Nitab4.5_0001239g0120.1	0	0	11.6	9.8	13.2	11.7
Nitab4.5_0001252g0020.1	-0.7	-0.3	-0.4	-0.6	-1.2	-0.7
Nitab4.5_0001252g0080.1	0.8	0.8	-0.3	-1.1	-1.5	-0.5
Nitab4.5_0001265g0120.1	-0.7	-0.6	0.5	-1.2	-1.6	0.3
Nitab4.5_0001266g0040.1	-0.4	-1	-0.5	-1	-1.5	-0.8
Nitab4.5_0001268g0020.1	-0.9	-0.2	0.1	0	-1.1	-0.7
Nitab4.5_0001284g0090.1	0.5	0.6	0.7	0.7	1.2	1.1
Nitab4.5_0001292g0050.1	0.9	0.6	0.4	-0.5	-1.8	1.2
Nitab4.5_0001296g0030.1	-0.7	-0.8	-0.3	-0.4	-1.1	-0.9
Nitab4.5_0001306g0040.1	-1	0.9	1	0.7	1.6	0.4
Nitab4.5_0001315g0320.1	-1.1	-0.5	0.1	1	1.4	0.1
Nitab4.5_0001323g0050.1	-0.7	-0.3	-0.8	-0.6	-1.1	-1.2
Nitab4.5_0001326g0010.1	0.3	0.8	-0.6	0.2	1.1	0
Nitab4.5_0001326g0130.1	0.2	0.2	0.4	1	1	0.1
Nitab4.5_0001367g0030.1	-0.2	-0.1	0.4	-0.5	-1.2	0.5
Nitab4.5_0001372g0080.1	-0.2	-0.1	-0.2	-0.4	-1.1	-0.3
Nitab4.5_0001386g0020.1	-0.4	-0.8	-0.4	-1	-1.1	-0.5
Nitab4.5_0001393g0130.1	-0.4	-0.5	-0.1	-0.6	-1.1	0.3
Nitab4.5_0001397g0020.1	-1	-1.3	-1.2	-2.1	-13.2	-1
Nitab4.5_0001401g0050.1	-0.1	0.2	0.5	0.4	1.5	0.4
Nitab4.5_0001404g0050.1	-0.3	-0.5	-0.9	-1.4	-1.9	-1.4
Nitab4.5_0001413g0040.1	0.7	1.3	0.7	0.8	2.4	1.9
Nitab4.5_0001417g0050.1	-0.3	0.1	0.6	0.2	1.4	0.5
Nitab4.5_0001422g0010.1	-0.4	0.5	0.2	0.1	1.3	-0.4
Nitab4.5_0001423g0030.1	0	-0.5	-0.4	-0.8	-1	0.3
Nitab4.5_0001429g0020.1	-0.4	0.2	-0.3	-0.8	-2.1	-0.1
Nitab4.5_0001432g0130.1	10.2	12.3	11.8	11.9	12.8	11.1
Nitab4.5_0001473g0020.1	0.3	0.9	0.3	-0.1	1.5	0.8
Nitab4.5_0001480g0120.1	-0.3	-0.3	-0.5	-0.2	-1.5	-0.5
Nitab4.5_0001485g0210.1	0	0.3	0.5	0.5	1.5	0.3
Nitab4.5_0001509g0030.1	-0.7	-0.4	-0.7	-1	-1.2	-1.4
Nitab4.5_0001530g0020.1	-0.1	-0.1	-0.1	-0.4	-1	0.3
Nitab4.5_0001580g0060.1	-0.2	-0.4	-0.7	-0.7	-1.2	-0.3
Nitab4.5_0001583g0210.1	0	0	-0.4	0.4	1	0.5
Nitab4.5_0001601g0080.1	9.5	0	9.5	10.1	13.3	0
Nitab4.5_0001606g0070.1	-0.4	-0.6	-0.5	-0.6	-1	-1.3
Nitab4.5_0001614g0030.1	0.1	-0.2	-0.1	0	-1.1	-0.8
Nitab4.5_0001619g0110.1	0.1	-0.4	-0.5	-1.4	-1.6	-0.5
Nitab4.5_0001647g0120.1	0.7	0.1	0.3	-0.7	-1.1	0.3
Nitab4.5_0001650g0160.1	-1	-0.2	0.6	0.2	1.1	0.1
Nitab4.5_0001663g0140.1	0	0	10.2	10.5	13.7	12.2
Nitab4.5_0001668g0090.1	-0.4	-0.1	-0.4	-0.7	-1	-0.1
Nitab4.5_0001669g0030.1	0	0	11.4	10.1	13.5	11
Nitab4.5_0001675g0130.1	-0.1	-0.1	0.2	0.1	1.2	0.4
Nitab4.5_0001691g0040.1	-0.4	-0.2	-0.2	-0.5	-1.1	-0.3
Nitab4.5_0001696g0070.1	-1	-0.1	0	0	-1.7	-0.5
Nitab4.5_0001704g0120.1	0.6	0.3	0.5	0.7	1.2	0.7
Nitab4.5_0001707g0120.1	-0.6	-0.4	-0.6	-1	-1.4	-1.3
Nitab4.5_0001759g0080.1	-1	-0.9	-0.3	-0.1	-1	0
Nitab4.5_0001769g0100.1	-0.5	-0.3	-0.3	-0.8	-1.2	-0.5
Nitab4.5_0001771g0140.1	0.3	0.1	-0.1	-0.9	-1.3	-0.3
Nitab4.5_0001793g0130.1	-0.6	-0.2	0	0	-1.3	-0.5
Nitab4.5_0001794g0130.1	0.3	0.8	0.8	0.5	1	0.1
Nitab4.5_0001799g0070.1	-1.1	-1.2	-0.4	0.7	1.1	-0.9
Nitab4.5_0001800g0020.1	-2.6	-1.2	-2.7	-3.2	-3.9	-4.5
Nitab4.5_0001800g0120.1	8	7.7	11.1	9	13.2	13.7
Nitab4.5_0001812g0080.1	0.8	0.2	0.2	0.7	1.2	-0.8
Nitab4.5_0001821g0060.1	0.1	0.3	0	-0.8	-2.2	-1.7
Nitab4.5_0001841g0150.1	1	0.9	1	1	1.2	1
Nitab4.5_0001871g0040.1	0.2	0.3	0.6	-1.6	-3.1	1.2
Nitab4.5_0001879g0020.1	0.6	0.3	0	-0.9	-1.2	0.5
Nitab4.5_0001879g0150.1	-0.2	0.2	0.6	0.2	1.1	0.3
Nitab4.5_0001892g0090.1	0.5	0.2	0.1	-0.3	-1.2	0.6
Nitab4.5_0001901g0030.1	0.2	0.2	0.7	0.6	1.2	0.9
Nitab4.5_0001907g0090.1	-0.3	0.2	-0.3	-0.3	1	0.8
Nitab4.5_0001948g0060.1	-0.7	-0.2	-0.1	-0.4	-1.1	-0.3
Nitab4.5_0001996g0010.1	0.3	0.5	1	0.1	1.5	0.8
Nitab4.5_0002008g0050.1	0	-0.4	-0.3	0.6	1.2	0.5
Nitab4.5_0002018g0080.1	-0.8	-0.4	-0.2	-0.7	-1.3	-0.1
Nitab4.5_0002029g0040.1	0	0.4	0.7	0.6	1.2	0.3
Nitab4.5_0002053g0060.1	0.2	-0.3	0	0.1	-1.9	0
Nitab4.5_0002053g0110.1	-0.9	-0.4	-0.4	0.2	1.4	-0.1
Nitab4.5_0002093g0170.1	-0.4	-0.7	-0.2	-0.7	-1.6	-0.6
Nitab4.5_0002093g0240.1	-0.2	0.2	0.8	0.4	1.6	0.9
Nitab4.5_0002097g0110.1	0.4	0.5	0.7	0.5	1.1	0.6
Nitab4.5_0002098g0010.1	0.3	0.4	0.2	0.6	1.1	0.2
Nitab4.5_0002116g0050.1	0.5	0.4	-0.2	-0.2	-1.8	-2.1
Nitab4.5_0002137g0080.1	-0.6	-0.7	-0.1	-1	-1.1	0.1
Nitab4.5_0002154g0010.1	-0.9	-0.4	0.6	0.6	-1.2	0.9
Nitab4.5_0002158g0140.1	-0.7	-1.4	-4.3	-3.8	-2.9	-3.7
Nitab4.5_0002207g0040.1	0	0.3	0.9	0.3	1.9	1.4
Nitab4.5_0002227g0020.1	0.3	0.3	0.5	0.1	1.9	0.4
Nitab4.5_0002231g0030.1	0.1	-0.6	-0.5	-1	1.6	1.1
Nitab4.5_0002245g0110.1	0.1	0.6	0.2	0.2	1.9	0.7
Nitab4.5_0002247g0120.1	-0.5	-0.2	-0.2	-0.7	-1	-0.3
Nitab4.5_0002249g0080.1	0.6	0	-0.1	-0.6	-1	0.6
Nitab4.5_0002259g0080.1	-0.2	0.8	0.9	0.8	1.2	0.9
Nitab4.5_0002273g0010.1	-0.7	0.4	0.7	0	1.9	-1.2
Nitab4.5_0002279g0100.1	0.1	0	0.4	0.1	-1.1	-0.2
Nitab4.5_0002281g0010.1	0.4	0.1	-0.3	-1.2	-1.3	0.4
Nitab4.5_0002282g0090.1	-0.7	-0.7	-0.9	-0.5	-1.4	-1.4
Nitab4.5_0002289g0010.1	-0.3	0.2	0.4	0.5	1.1	0.3
Nitab4.5_0002312g0030.1	0.4	0.2	0.7	0.3	1.3	0.3
Nitab4.5_0002322g0110.1	0.4	0.7	0.5	0.8	1	0.1
Nitab4.5_0002331g0050.1	-0.1	-0.2	0	0.8	1.1	0.5
Nitab4.5_0002355g0010.1	-0.2	0	-0.6	-0.9	-1.4	-0.8
Nitab4.5_0002357g0010.1	0	0	12.2	11.1	14.5	12.7
Nitab4.5_0002388g0050.1	-0.1	0.1	0	-0.4	-1	0.6
Nitab4.5_0002392g0090.1	0.3	0.5	0.3	0.7	1.1	0.6
Nitab4.5_0002400g0010.1	-0.9	0.3	0.9	0	1.3	-0.1
Nitab4.5_0002408g0020.1	0.6	0.1	0	-0.8	-1.4	-0.3
Nitab4.5_0002424g0020.1	0	0.6	0.9	0.9	2.1	0.5
Nitab4.5_0002438g0030.1	-0.2	-0.6	0.1	0.4	-1.5	-1.1
Nitab4.5_0002440g0040.1	0.2	-0.3	-0.3	-0.5	-1	0
Nitab4.5_0002441g0010.1	-0.5	-0.5	-0.4	-0.5	-1.4	-1.3
Nitab4.5_0002465g0050.1	-0.9	-0.9	-0.7	-0.8	-1.5	-1
Nitab4.5_0002501g0010.1	-0.9	-0.7	-0.4	-0.3	-1.2	-0.8
Nitab4.5_0002516g0050.1	0.4	0.9	0.1	-0.8	-1.3	-0.8
Nitab4.5_0002521g0010.1	-0.8	-0.4	-0.4	-0.8	-1.4	-0.6
Nitab4.5_0002522g0070.1	-0.2	0.3	1	0.3	1.8	1.3
Nitab4.5_0002525g0030.1	0.7	0.9	0.9	0.4	2.3	1
Nitab4.5_0002536g0030.1	-1.1	-1.3	-0.3	-1.7	-2.2	1
Nitab4.5_0002552g0010.1	-0.5	-0.3	-0.3	-0.6	-1.1	-0.8
Nitab4.5_0002576g0010.1	-0.4	-0.1	0.4	0	1	0.1
Nitab4.5_0002637g0060.1	0.6	0.9	0.9	0.2	1.3	0.5
Nitab4.5_0002637g0090.1	-0.5	-0.9	-0.1	-1	-1.4	0.3
Nitab4.5_0002682g0130.1	-0.7	-0.9	-1.1	-1	-1.4	-1
Nitab4.5_0002692g0060.1	-0.1	-0.2	0.3	-0.3	-1	0.1
Nitab4.5_0002694g0020.1	0.1	0	0.3	-0.8	-1.5	-0.3
Nitab4.5_0002712g0010.1	-0.7	0	-0.4	-0.7	-1.2	-0.4
Nitab4.5_0002712g0020.1	-0.5	0.3	0	-0.5	-1.1	0.1
Nitab4.5_0002719g0080.1	0.2	0.3	0.2	0.3	1.1	0.8
Nitab4.5_0002739g0070.1	0.3	0.2	-0.1	0	1.2	0.2
Nitab4.5_0002748g0020.1	-1.2	-1.4	-0.7	-0.6	-1.4	-0.4
Nitab4.5_0002760g0070.1	-2.3	-1.6	0.3	1.5	2.1	-0.2
Nitab4.5_0002765g0020.1	-0.8	-0.4	0.1	-0.8	-1.5	-0.5
Nitab4.5_0002782g0100.1	-0.8	-2.7	-4.4	1.4	2.1	-2.3
Nitab4.5_0002793g0050.1	-0.8	-0.6	-0.5	-0.8	-1.1	-0.3
Nitab4.5_0002801g0020.1	-0.8	-0.3	-0.5	-0.6	-1.5	-0.4
Nitab4.5_0002810g0020.1	-0.2	-0.4	0.1	-0.5	-1.7	0.4
Nitab4.5_0002827g0030.1	-0.1	-0.2	-0.5	-0.8	-1.1	-0.3
Nitab4.5_0002896g0020.1	-0.1	-0.1	0.3	-0.6	-1.1	0
Nitab4.5_0002926g0040.1	0.8	1.1	0.5	1.3	1.7	-0.1
Nitab4.5_0002944g0170.1	-0.2	0	0.1	0	1.1	0.3
Nitab4.5_0002963g0010.1	-0.3	0	0.7	0.3	1.4	0.5
Nitab4.5_0003030g0070.1	-0.1	-0.5	-0.1	-0.2	-1.3	0.2
Nitab4.5_0003040g0020.1	0.2	-0.2	1.2	1.1	1.6	0.4
Nitab4.5_0003041g0050.1	0.3	-0.4	0	-0.7	1.4	0
Nitab4.5_0003073g0020.1	0.4	0.6	-0.5	-0.4	-1.3	0
Nitab4.5_0003076g0010.1	0.3	0.2	0.9	0.8	1.1	0.1
