taxa	flg22	elf18	nlp20	og	chitin
AT5G47590	0.36	0.28	1.31	0.61	0.27
AT5G67620	0.25	0.38	0.44	1.19	0.29
AT2G44190	-0.30	0.28	0.27	-0.07	0.64
AT1G06160	0.83	0.79	1.77	1.09	0.77
AT5G23903	-0.16	0.36	0.72	0.48	0.79
AT5G07152	-0.37	0.32	0.18	-0.28	0.58
AT3G19320	-0.55	0.26	-0.07	0.40	-0.47
AT3G01345	-0.44	0.34	-0.23	0.50	0.16
AT4G27900	0.05	0.47	0.22	0.61	0.99
AT1G32450	-0.45	0.14	0.49	0.02	-0.29
AT5G48100	0.25	0.99	0.16	1.19	0.64
AT4G13564	-0.07	0.09	0.15	-0.18	0.87
AT4G00700	-0.63	0.13	0.04	0.31	-0.09
AT1G23060	-0.06	0.32	0.56	0.71	0.88
AT5G56080	-0.27	-0.14	0.01	-0.26	0.67
AT3G20557	-0.15	0.49	0.78	0.67	0.49
AT5G39473	-0.10	0.08	0.37	0.36	0.84
AT5G01640	1.82	1.98	0.80	2.76	1.06
AT1G54970	-0.46	0.46	0.17	0.24	0.48
AT2G35743	-0.37	0.32	0.35	0.02	0.56
AT3G13432	2.62	2.12	1.57	3.55	1.75
AT2G47360	-0.50	0.00	0.38	-0.13	0.43
AT5G26310	-0.63	-0.42	0.30	-0.25	0.25
AT5G03060	-0.11	0.00	0.83	0.02	0.21
AT2G35738	-0.23	0.63	0.71	0.26	0.18
AT5G05160	-0.43	0.09	0.18	0.16	0.51
AT5G03377	0.18	0.11	0.06	1.11	0.42
AT3G26760	-0.10	0.63	0.49	0.83	0.15
AT5G26080	-0.71	0.21	0.22	0.01	0.13
AT3G26330	-0.58	0.47	0.26	0.35	0.26
AT3G28840	0.36	0.89	1.05	1.29	1.22
AT3G14200	1.24	1.59	2.17	1.36	1.30
AT4G13900	-0.38	0.96	0.55	0.33	0.42
AT2G26480	-0.04	0.22	0.72	0.90	0.54
AT4G26320	-0.12	0.17	0.81	0.47	-0.03
AT3G47220	-0.17	-0.02	0.76	0.01	0.05
AT5G26630	0.32	-0.47	0.48	-0.02	1.25
AT5G42223	-0.05	0.71	0.48	0.88	0.54
AT5G08712	-0.19	0.23	0.25	0.68	0.74
AT1G22980	-0.08	0.13	0.85	-0.04	0.47
AT4G15300	0.10	0.23	1.03	0.27	0.85
AT5G45070	2.59	0.82	1.38	3.52	2.39
AT3G61270	-0.33	-0.10	0.05	0.60	-0.17
AT3G56400	2.19	2.39	3.00	3.12	2.78
AT2G25090	0.30	0.11	1.23	0.21	-0.38
AT3G13130	0.70	0.30	0.61	0.22	1.62
AT2G46650	1.44	1.15	2.36	1.31	0.56
AT3G02910	-0.29	0.22	-0.07	0.23	0.64
AT3G18400	-0.53	0.06	0.39	0.06	-0.19
AT2G36290	0.33	0.17	1.26	0.38	0.20
AT1G18100	-0.51	0.10	0.40	0.14	0.41
AT5G24150	-0.23	0.37	0.36	0.70	0.69
AT1G55850	0.97	0.16	1.89	1.01	0.34
AT2G13550	-0.56	-0.29	0.21	0.37	-0.08
AT5G20820	-0.18	0.45	0.65	0.74	0.74
AT4G11210	-0.26	0.11	0.66	-0.03	0.41
AT4G36830	0.15	0.23	1.07	0.32	-0.02
AT5G39520	-0.10	0.59	0.82	0.80	0.40
AT1G03820	-0.17	0.58	0.57	0.75	-0.09
AT5G42590	-0.50	0.12	0.04	0.42	0.16
AT3G23000	0.35	0.18	1.27	0.26	0.25
AT3G24210	-0.30	0.14	-0.35	0.62	0.18
AT4G14060	-0.37	0.36	-0.08	0.55	-0.16
AT1G17745	1.60	0.82	2.52	1.35	0.71
AT5G01330	-0.34	0.48	0.49	0.01	0.58
AT1G68200	0.03	0.96	0.95	0.49	0.92
AT1G78360	-0.22	0.28	0.70	0.09	0.16
AT1G24570	-0.40	0.01	0.36	0.37	0.52
AT1G61840	-0.01	0.79	0.76	0.48	0.91
AT5G17760	0.32	1.01	1.05	1.24	1.01
AT4G10500	1.22	1.35	0.61	2.13	1.01
AT4G32810	0.18	0.69	0.20	1.10	0.52
AT4G36710	-0.05	0.07	0.11	0.86	0.72
AT1G49450	-0.38	0.62	0.11	0.54	-0.14
AT2G22510	-0.61	-0.40	0.31	0.13	-0.16
AT4G36230	-0.21	0.67	0.17	0.70	0.28
AT3G12203	-0.11	-0.39	0.52	0.81	0.06
AT3G50390	-0.03	-0.14	0.54	0.39	0.88
AT1G52343	0.17	0.34	0.44	1.08	0.22
AT4G35070	1.63	1.22	2.54	0.77	0.29
AT3G04050	1.02	0.87	1.94	1.02	0.73
AT3G61900	-0.08	0.39	0.83	-0.10	-0.09
AT5G55590	-0.35	0.14	0.56	-0.15	-0.27
AT4G14630	1.74	0.75	0.97	2.65	1.94
AT3G22886	-0.22	0.04	-0.02	0.44	0.69
AT3G21750	-0.20	0.31	0.03	0.71	0.60
AT5G11540	0.05	0.11	0.96	-0.02	0.33
AT3G19430	-0.53	0.02	0.38	-0.11	-0.25
AT3G51478	-0.19	-0.04	0.24	0.72	0.56
AT1G31900	0.04	1.05	0.26	0.95	0.15
AT1G06320	-0.30	0.20	0.39	0.13	0.61
AT4G35900	-0.21	0.05	0.70	0.15	0.70
AT3G23110	0.15	1.16	0.35	1.05	1.06
AT3G61930	1.17	0.94	2.08	0.96	0.68
AT3G51860	0.36	0.34	0.52	1.27	0.88
AT5G65340	-0.02	0.09	0.31	0.89	0.17
AT1G22600	0.20	0.51	0.19	0.33	1.10
AT4G13390	-0.47	0.20	0.04	0.17	0.44
AT5G11425	-0.12	0.14	0.23	-0.26	0.78
AT2G37362	0.11	0.27	0.29	1.02	-0.02
AT5G49270	-0.24	0.13	0.30	0.32	0.67
AT1G08590	-0.63	-0.06	0.01	0.28	-0.02
AT4G24000	1.07	1.21	1.98	1.67	0.00
AT4G08150	-0.21	0.42	0.60	0.40	0.69
AT4G25433	0.09	0.13	0.59	1.00	0.74
AT1G53070	-0.16	0.14	0.29	0.12	0.74
AT5G02640	-0.18	0.23	0.72	0.43	-0.07
AT1G15150	-0.11	0.51	0.28	0.79	0.27
AT3G58070	-0.14	0.11	0.05	0.76	0.25
AT3G50300	-0.68	0.18	0.22	0.22	0.03
AT2G34340	0.26	0.61	0.84	1.17	0.81
AT1G35515	-0.14	0.40	0.76	0.13	0.30
AT4G37150	-0.12	0.73	0.13	0.78	-0.11
AT3G15250	-0.35	0.15	0.55	0.30	0.26
AT2G16980	-0.25	0.29	0.13	0.65	-0.01
AT5G17960	-0.38	0.57	0.20	0.52	-0.59
AT4G18510	-0.47	0.34	0.43	0.29	-0.06
AT2G19990	-0.38	0.29	0.51	-0.14	-0.04
AT4G12510	-0.59	0.03	0.30	0.17	-0.39
AT1G78815	-0.29	-0.09	0.28	0.44	0.61
AT1G10980	-0.12	0.79	0.60	0.12	0.78
AT5G25620	-0.26	-0.03	0.36	0.63	-0.03
AT3G49380	0.42	0.49	0.63	1.32	0.79
AT1G29600	0.30	0.54	1.19	0.12	0.20
AT1G57560	0.14	1.11	1.04	0.93	0.59
AT1G73360	-0.15	0.38	-0.08	-0.53	0.74
AT4G39340	0.20	0.66	0.13	-0.39	1.09
AT2G40790	0.11	0.11	0.66	1.01	0.28
AT1G22230	-0.63	0.07	0.26	0.25	0.01
AT1G33890	-0.15	0.78	0.74	0.65	-0.11
AT5G54790	-0.06	-0.12	0.84	0.31	-0.56
AT4G15530	1.52	1.05	2.42	1.24	0.44
AT1G02310	0.55	0.72	0.66	1.44	0.96
AT5G17810	0.09	0.94	0.99	0.72	0.12
AT1G11210	1.70	1.42	0.72	2.60	0.62
AT2G25130	0.21	-0.11	0.31	0.57	1.10
AT5G02060	-0.01	0.61	-0.11	0.10	0.88
AT2G25690	0.20	0.35	0.60	1.10	0.34
AT5G47140	0.12	0.43	1.01	0.68	0.56
AT1G20700	-0.04	0.56	0.77	0.86	0.29
AT3G25190	0.04	0.70	0.36	0.94	0.07
AT1G16440	-0.21	0.32	0.27	0.22	0.68
AT1G58037	-0.46	-0.05	0.20	0.43	0.23
AT3G20590	0.88	1.23	0.69	1.77	0.12
AT1G73330	-0.51	0.33	0.38	0.14	-0.03
AT1G68725	-0.05	0.44	0.56	0.24	0.85
AT4G00080	-0.24	0.01	0.65	0.59	0.09
AT4G27970	0.74	0.81	1.63	1.16	0.58
AT2G07599	-0.14	0.08	0.39	0.75	0.45
AT2G46450	0.10	0.72	0.99	0.90	0.64
AT1G53163	-0.17	0.03	0.72	0.58	0.05
AT1G67020	-0.39	0.20	0.35	0.30	0.50
AT5G01215	-0.47	0.35	0.30	0.41	0.10
AT1G29020	0.05	0.85	0.94	0.19	0.40
AT3G16490	-0.21	0.41	0.20	0.68	0.30
AT4G35370	-0.02	-0.15	0.51	-0.10	0.86
AT3G27860	0.03	0.23	0.64	-0.22	0.92
AT1G26970	-0.44	0.11	0.15	0.45	-0.01
AT3G45280	0.59	0.32	0.65	1.17	1.47
AT3G47400	-0.29	0.09	0.59	-0.14	0.23
AT2G26420	-0.39	0.08	0.14	0.50	0.25
AT3G06160	0.19	0.72	0.44	0.11	1.08
AT3G45070	-0.41	0.02	0.19	0.28	0.47
AT2G01150	0.08	0.84	0.97	0.86	0.33
AT1G31050	-0.31	0.29	0.57	0.53	0.25
AT4G04630	0.03	0.48	0.15	0.34	0.91
AT1G62262	-0.18	0.22	-0.08	0.70	0.47
AT1G16730	-0.47	-0.03	0.01	-0.28	0.41
AT5G66280	-0.44	-0.04	0.45	0.05	0.30
AT5G43030	0.00	0.20	-0.48	0.88	0.05
AT1G72610	-0.15	-0.37	0.73	0.49	0.00
AT1G01580	-0.40	0.27	0.02	0.06	0.48
AT2G07170	-0.33	0.11	0.09	0.00	0.55
AT1G27990	-0.56	0.23	0.32	0.30	-0.05
AT1G33760	3.31	3.15	3.71	4.19	3.24
AT2G38100	-0.16	-0.24	0.32	0.72	-0.42
AT3G50160	1.74	1.06	0.73	1.09	2.62
AT1G50050	0.13	0.09	0.09	1.01	0.41
AT3G54450	-0.21	0.40	0.32	0.67	0.24
AT4G35160	-0.31	-0.06	0.24	0.09	0.57
AT4G09100	0.45	0.12	0.63	1.33	0.26
AT5G57530	-0.42	-0.07	0.20	0.31	0.46
AT4G29570	0.29	0.94	0.74	0.46	1.17
AT3G44765	-0.16	0.39	0.32	0.47	0.72
AT2G35742	-0.04	0.12	0.20	0.04	0.84
AT3G57130	-0.27	0.52	0.61	0.10	0.49
AT5G23170	0.03	0.03	0.32	0.51	0.91
AT1G64020	-0.06	0.22	0.65	0.81	0.41
AT1G04180	-0.33	0.17	0.49	0.33	0.54
AT5G04370	-0.33	0.33	0.54	0.02	0.49
AT1G73290	-0.07	0.61	0.80	0.35	0.58
AT3G46880	-0.03	0.98	0.50	0.84	0.50
AT1G24735	0.24	0.53	0.88	0.46	1.11
AT4G18980	-0.42	0.28	0.29	0.23	0.46
AT3G25930	-0.37	0.22	0.51	0.22	0.05
AT4G38590	0.10	0.09	0.51	0.91	0.98
AT2G34330	0.04	0.02	0.75	0.91	0.33
AT5G27030	0.24	0.94	1.11	0.66	0.69
AT5G54569	-0.23	0.06	0.64	0.11	0.64
AT3G20090	-0.36	0.05	0.18	0.13	0.51
AT4G16810	-0.11	0.68	0.34	0.77	0.56
AT4G17920	-0.60	0.26	0.27	-0.76	-0.06
AT2G38740	0.38	0.38	1.25	0.37	0.41
AT5G14380	0.17	0.51	0.37	1.04	0.53
AT3G57680	0.39	0.33	0.40	0.33	1.26
AT3G50710	0.24	0.98	0.23	1.11	0.44
AT3G13080	1.20	1.50	1.81	1.56	2.07
AT1G08430	0.14	0.12	0.29	0.41	1.01
AT4G14580	-0.33	0.00	0.54	-0.03	-0.12
AT5G14340	-0.35	0.14	0.33	0.52	0.51
AT3G60280	-0.61	-0.02	-0.16	0.26	0.08
AT3G49950	-0.02	0.50	0.84	0.43	0.29
AT3G47710	-0.21	0.11	0.50	0.66	-0.38
AT4G13680	-0.14	0.50	0.44	0.73	0.18
AT3G04370	-0.08	0.21	0.78	0.35	-0.27
AT3G14060	-0.49	1.50	0.37	0.26	-0.19
AT5G56540	-0.52	0.03	0.29	0.34	0.09
AT2G42980	1.32	0.56	2.18	0.64	0.39
AT4G12840	-0.04	0.19	0.15	0.49	0.82
AT5G22890	-0.05	0.49	0.71	0.21	0.81
AT4G00130	-0.42	0.57	0.17	0.45	0.24
AT1G28130	-0.60	-0.07	0.26	-0.11	-0.07
AT3G25560	-0.24	0.31	0.17	0.24	0.62
AT3G22620	1.19	0.04	2.05	0.25	-0.03
AT1G75295	0.08	0.39	0.94	0.29	0.00
AT1G20590	-0.22	0.10	0.50	0.64	0.17
AT1G30935	0.03	0.47	0.70	0.89	0.14
AT2G32300	-0.31	-0.21	0.55	0.07	-0.18
AT1G80340	-0.11	-0.08	0.76	0.45	0.42
AT4G27460	2.16	0.96	3.02	1.36	0.25
AT4G15890	0.04	0.32	0.90	0.06	-0.07
AT5G04960	-0.41	0.16	0.14	0.18	0.45
AT2G30540	-0.07	0.14	0.79	0.68	0.01
AT1G66440	-0.39	0.24	-0.02	0.19	0.47
AT1G24147	2.63	3.07	3.49	3.17	3.07
AT5G47220	1.08	0.95	1.90	1.48	1.94
AT3G14362	0.02	0.83	0.61	0.87	0.32
AT5G04680	0.06	-0.18	0.92	0.04	0.11
AT4G29690	-0.37	0.57	0.37	0.49	0.04
AT5G17590	-0.07	0.06	0.56	0.79	0.10
AT3G05620	0.01	0.00	0.62	0.86	-0.34
AT1G34100	-0.30	0.07	0.56	0.29	-0.38
AT5G12270	-0.36	0.29	-0.10	0.50	0.06
AT1G66280	-0.25	0.86	0.11	0.60	-0.25
AT2G35140	-0.31	-0.17	0.39	0.55	-0.03
AT5G37180	-0.14	-0.11	0.47	0.71	0.39
AT5G66300	-0.11	0.02	-0.23	0.65	0.75
AT5G59845	0.39	0.26	0.49	1.25	0.59
AT2G36120	-0.35	0.32	0.42	0.50	0.01
AT1G62440	-0.38	-0.10	0.06	0.47	-0.10
AT3G45140	-0.09	0.77	0.02	0.76	-0.30
AT2G07755	-0.05	0.56	0.81	0.44	0.80
AT5G49850	-0.18	-0.06	0.13	0.58	0.67
AT1G18880	-0.49	0.32	0.36	0.31	0.21
AT5G42655	-0.28	0.18	0.57	-0.12	-0.01
AT3G59830	0.14	-0.50	0.74	0.99	0.26
AT5G06640	-0.42	-0.03	0.00	0.43	0.21
AT3G47980	-0.28	0.07	0.35	0.35	0.57
AT2G29340	1.61	1.23	2.46	1.22	0.74
AT5G45740	0.21	0.96	-0.04	1.06	-0.24
AT1G49150	-0.20	0.51	0.65	0.02	0.23
AT4G23140	2.11	2.65	2.00	2.17	2.96
AT1G33280	-0.20	1.29	0.59	0.65	0.26
AT1G19960	-0.08	0.49	0.49	0.77	0.30
AT5G02720	0.17	0.29	1.02	-0.16	0.39
AT2G41220	-0.32	0.37	0.45	0.20	0.53
AT4G03400	-0.24	0.39	-0.20	0.26	0.61
AT2G27010	-0.26	0.40	0.59	0.09	0.19
AT5G42630	-0.21	0.01	0.28	0.64	-0.26
AT1G14750	0.11	0.88	0.16	0.87	0.96
AT5G54960	-0.07	0.08	0.78	0.17	-0.02
AT4G21760	0.15	0.51	0.24	0.46	0.99
AT5G48290	-0.34	0.43	0.50	0.37	0.28
AT3G61340	0.22	0.37	0.31	0.65	1.07
AT5G14150	-0.57	0.03	0.27	0.18	0.08
AT3G03280	1.33	0.64	0.83	2.17	-0.02
AT2G20720	0.21	0.53	1.05	0.36	0.32
AT5G40320	-0.19	0.20	0.65	0.24	0.65
AT5G60520	-0.21	-0.17	0.63	-0.01	0.44
AT5G23190	-0.43	0.00	0.41	0.21	-0.15
AT4G10370	-0.25	0.19	0.45	0.55	0.59
AT3G45700	-0.47	0.26	0.37	0.13	-0.24
AT3G26550	0.02	0.28	0.86	0.67	0.00
AT3G09910	0.28	0.46	0.26	1.12	0.27
AT1G03920	0.14	0.19	0.20	0.98	0.69
AT3G60190	0.65	0.20	1.49	0.02	0.08
AT2G22760	0.29	0.32	-0.03	1.13	0.43
AT4G35290	-0.52	0.10	0.32	0.07	0.28
AT1G29950	-0.38	0.26	0.34	0.09	0.46
AT3G26350	0.28	0.47	0.28	0.71	1.12
AT1G16905	0.28	0.47	1.01	0.69	1.12
AT4G16670	0.14	1.10	0.95	0.98	0.19
AT1G51055	0.39	-0.06	-0.03	1.23	0.01
AT1G52750	-0.58	-0.11	0.26	0.14	-0.30
AT2G32540	-0.26	0.73	0.11	0.58	0.52
AT3G21760	0.20	0.15	-0.11	1.03	0.56
AT4G11320	-0.53	0.12	0.31	0.07	0.04
AT3G26180	0.14	0.33	0.97	0.15	-0.26
AT5G55010	0.46	0.38	0.81	1.29	0.90
AT1G24430	-0.35	-0.03	0.19	0.01	0.49
AT4G20420	0.17	0.05	0.08	0.13	1.00
AT3G54530	-0.24	0.51	0.52	0.59	-0.26
AT1G68030	-0.27	-0.12	0.25	0.22	0.57
AT1G12040	-0.52	0.04	0.18	0.22	0.31
AT1G19790	0.06	0.41	0.90	0.65	0.50
AT3G25710	-0.08	0.04	0.22	0.19	0.75
AT2G01880	0.38	0.52	0.29	1.21	-0.01
AT5G05250	-0.04	0.96	0.49	0.79	0.23
AT5G58570	0.00	0.02	-0.15	0.83	0.18
AT1G76220	0.19	0.92	0.64	0.11	1.03
AT2G16720	2.19	2.39	3.02	2.11	0.86
AT1G60390	-0.41	-0.12	0.32	0.30	0.42
AT5G09520	-0.24	0.39	0.59	0.21	0.30
AT4G19590	-0.37	0.37	-0.27	0.13	0.46
AT3G24929	-0.42	0.01	0.41	0.24	-0.03
AT1G29025	-0.36	0.20	0.47	0.05	0.00
AT5G23950	-0.08	-0.12	0.75	0.53	-0.11
AT5G23480	0.15	0.21	0.06	0.62	0.98
AT2G33240	0.02	0.08	0.35	0.53	0.85
AT1G73580	-0.23	0.17	0.16	0.43	0.60
AT2G03850	-0.02	0.24	0.13	0.81	0.34
AT1G11735	-0.30	-0.06	0.52	0.53	-0.10
AT3G27884	-0.20	0.62	0.63	0.46	-0.01
AT4G34510	-0.36	0.05	0.20	0.47	0.31
AT2G35380	-0.26	0.20	0.57	0.16	-0.30
AT1G34540	-0.31	0.58	0.52	0.46	0.23
AT4G35210	-0.19	0.83	0.62	-0.01	0.64
AT1G31550	1.08	0.68	1.91	1.07	0.27
AT2G36090	-0.47	0.34	0.17	0.06	0.36
AT3G01730	-0.53	0.18	0.30	-0.11	0.28
AT2G24545	0.06	0.59	0.88	0.88	0.46
AT1G09380	0.00	0.25	0.82	0.53	0.55
AT3G56080	-0.49	0.09	0.15	0.33	0.03
AT3G26820	1.72	0.38	2.55	1.96	0.82
AT1G05280	-0.41	-0.07	0.24	0.19	0.41
AT1G48660	-0.19	0.71	0.39	0.55	0.63
AT5G06230	1.35	2.44	1.72	2.17	0.94
AT5G24100	-0.20	0.28	0.62	0.26	-0.18
AT5G54050	-0.34	0.55	0.44	0.49	-0.10
AT5G37660	0.07	0.23	0.08	0.90	0.72
AT4G22545	0.12	0.46	0.09	0.27	0.95
AT1G70450	-0.15	0.37	0.29	0.67	-0.19
AT1G15110	0.57	0.58	1.39	0.85	0.24
AT4G23100	0.27	0.06	1.09	0.40	0.09
AT3G46710	-0.05	-0.12	0.68	0.77	0.22
AT1G52690	0.69	0.59	1.03	1.51	0.20
AT1G21270	0.09	0.98	0.91	0.85	0.72
AT3G53235	-0.11	0.53	0.71	0.19	0.39
AT5G07260	-0.21	0.13	-0.24	0.60	0.48
AT1G14960	-0.18	0.08	0.39	0.64	0.13
AT3G21260	-0.22	-0.07	0.60	0.06	0.08
AT2G26360	-0.29	0.11	0.53	0.20	0.38
AT1G28470	0.00	0.35	0.06	0.76	0.81
AT1G69480	0.97	1.20	1.78	1.42	0.17
AT3G28170	-0.42	-0.37	0.12	0.16	0.39
AT5G12970	-0.42	-0.12	0.32	-0.18	0.39
AT5G63090	-0.03	0.45	0.79	-0.03	0.29
AT5G58750	0.54	0.55	0.40	1.35	0.18
AT3G63280	-0.33	0.26	0.09	0.48	0.36
AT2G33230	-0.30	0.44	0.52	0.49	0.20
AT5G54064	0.11	0.20	0.92	0.91	-0.29
AT3G26800	0.04	0.67	0.24	0.86	0.32
AT5G11410	0.36	1.42	0.09	1.17	0.53
AT5G44540	0.20	0.38	0.50	1.01	0.81
AT1G49660	-0.20	-0.07	0.07	0.61	0.54
AT1G09610	-0.17	0.52	0.44	-0.04	0.64
AT1G68620	2.09	2.06	2.90	1.34	-0.08
AT4G39363	-0.08	0.38	-0.07	0.73	0.28
AT5G26290	-0.41	0.24	0.40	0.20	0.01
AT5G10990	0.01	0.33	0.40	0.30	0.82
AT4G10390	0.61	0.53	1.42	0.87	0.81
AT4G01830	-0.41	0.73	0.35	0.26	0.39
AT2G32510	-0.30	-0.02	0.51	0.27	0.29
AT1G04280	0.77	0.29	1.58	0.08	-0.27
AT5G51920	0.40	0.63	1.21	0.28	0.67
AT1G50090	0.10	0.07	0.43	0.91	0.50
AT5G06470	0.23	0.32	1.04	0.41	0.49
AT2G04025	-0.01	0.23	0.24	0.79	0.22
AT2G27535	0.26	0.32	0.66	0.72	1.07
AT5G56970	-0.55	0.63	0.21	0.02	0.26
AT4G39250	-0.14	-0.06	0.03	0.03	0.66
AT1G67370	0.08	0.35	0.88	0.14	0.38
AT1G52770	0.62	0.59	0.47	1.17	1.43
AT3G02885	-0.29	0.40	0.52	-0.16	0.08
AT5G55770	-0.07	0.41	0.74	0.07	-0.14
AT1G07090	-0.07	0.81	0.63	0.74	0.39
AT2G39040	-0.36	0.19	0.04	0.26	0.45
AT4G08040	1.59	3.06	1.65	2.40	1.27
AT4G37160	-0.15	0.07	0.24	-0.03	0.65
AT3G27831	-0.03	-0.29	0.37	0.78	0.50
AT4G25434	0.07	0.87	0.59	0.77	0.87
AT5G14690	-0.38	-0.05	0.43	0.00	-0.30
AT5G37410	-0.06	-0.10	0.74	0.34	-0.03
AT2G16360	-0.45	0.07	-0.03	0.05	0.35
AT4G09990	-0.30	0.30	0.43	0.51	0.41
AT4G16750	-0.25	-0.19	0.01	0.22	0.56
AT4G28840	-0.37	0.90	0.43	0.15	0.02
AT1G22030	-0.49	0.21	0.24	0.26	0.31
AT1G13400	0.22	0.87	0.50	1.02	0.80
AT1G07290	-0.54	0.26	0.25	0.27	0.23
AT5G15860	0.04	0.40	0.49	0.84	0.35
AT1G55640	0.14	0.58	0.23	0.94	0.39
AT1G53935	-0.14	-0.02	0.66	0.20	0.23
AT5G60890	-0.30	0.16	0.50	0.29	0.24
AT5G49280	0.59	0.71	1.30	1.40	0.25
AT3G05980	-0.12	0.52	0.68	0.56	0.57
AT5G10100	0.28	0.95	0.77	1.08	-0.10
AT1G16635	-0.01	-0.04	0.02	0.79	0.66
AT3G25510	1.65	1.65	2.33	1.74	2.45
AT3G55515	0.04	0.61	0.84	0.27	0.03
AT1G12740	-0.21	-0.02	0.23	0.59	0.23
AT1G44100	1.60	1.66	2.40	1.84	2.37
AT1G80745	-0.26	0.55	0.39	0.02	0.54
AT4G04760	-0.09	0.60	0.43	0.28	0.71
AT4G29700	0.10	0.62	0.82	0.90	0.10
AT5G12110	0.09	0.06	0.22	0.11	0.89
AT1G44050	-0.41	0.10	0.38	0.11	-0.14
AT1G77520	-0.12	-0.06	0.68	-0.08	0.44
AT2G17260	-0.31	0.34	0.49	0.08	0.21
AT1G64500	-0.34	0.71	0.46	0.35	0.40
AT5G26930	0.12	0.09	0.61	0.92	-0.28
AT5G05960	-0.24	0.06	0.43	0.56	0.31
AT4G13890	-0.03	0.14	0.72	0.36	0.76
AT5G61520	0.12	1.01	0.91	0.51	0.39
AT5G49900	1.13	1.56	0.76	1.93	0.49
AT1G54470	0.01	0.32	0.20	0.52	0.80
AT1G49210	0.14	0.04	0.21	0.94	0.80
AT3G25795	-0.29	0.20	0.21	-0.03	0.51
AT3G13770	0.05	0.21	0.84	-0.05	0.46
AT3G57010	-0.41	0.51	0.39	0.06	0.21
AT1G33750	-0.38	-0.04	0.38	0.42	0.23
AT2G30766	0.02	0.34	0.31	0.82	0.56
AT1G17020	0.71	0.96	1.08	1.50	0.40
AT2G35585	-0.36	0.03	0.44	0.04	0.12
AT4G22214	0.47	0.68	0.18	1.27	0.62
AT4G15393	-0.41	0.02	0.15	-0.06	0.38
AT2G23540	-0.27	0.00	0.52	0.13	-0.31
AT4G08590	-0.26	0.09	0.15	0.54	0.45
AT5G15600	-0.47	-0.13	0.33	-0.01	0.07
AT5G57840	-0.26	0.08	0.30	0.53	0.16
AT5G47130	-0.14	0.21	0.35	0.51	0.65
AT5G51270	-0.27	0.33	0.52	0.21	0.22
AT2G47530	-0.19	0.18	0.61	0.07	-0.13
AT4G36470	-0.06	0.54	0.59	0.73	0.12
AT5G35940	-0.02	0.86	0.09	0.77	-0.03
AT3G51490	-0.21	0.40	0.51	0.58	0.36
AT4G15330	-0.10	0.03	0.38	0.70	-0.04
AT5G01225	2.11	1.35	2.91	0.95	1.21
AT5G25160	-0.44	-0.05	0.17	0.25	0.35
AT1G69485	-0.10	0.56	0.25	0.56	0.69
AT4G12740	-0.13	0.14	-0.14	0.66	0.50
AT2G23348	-0.14	0.02	0.23	0.65	0.26
AT3G28917	-0.05	0.46	0.20	0.74	0.27
AT5G11570	0.30	0.28	1.09	-0.59	0.54
AT5G54030	-0.35	0.06	0.05	0.13	0.44
AT3G59710	-0.01	0.35	-0.38	0.77	0.43
AT1G20990	0.09	0.08	0.88	0.10	0.60
AT1G30840	-0.44	-0.02	0.34	0.01	0.12
AT3G19270	-0.03	0.78	0.60	0.75	0.35
AT1G43010	-0.02	-0.14	0.74	0.77	0.46
AT4G17670	0.38	1.41	1.17	0.73	1.16
AT4G15160	-0.44	-0.05	0.34	0.00	-0.12
AT3G26170	-0.35	0.35	0.43	0.17	-0.13
AT3G24300	-0.25	-0.08	0.08	-0.28	0.54
AT3G20978	-0.15	0.06	0.19	0.27	0.64
AT2G28690	-0.30	0.16	0.21	0.26	0.49
AT2G20080	-0.26	0.38	0.53	0.03	0.35
AT2G46410	0.50	0.65	0.59	1.28	0.68
AT1G24580	-0.06	0.79	0.72	0.16	0.28
AT5G07475	-0.23	0.31	0.55	0.30	-0.12
AT1G11960	2.03	1.99	0.82	2.81	0.45
AT3G60140	1.64	1.01	2.43	1.62	-0.55
AT4G29150	-0.08	0.65	-0.19	0.25	0.71
AT5G57070	-0.45	0.07	0.33	0.31	-0.14
AT3G26930	-0.22	0.13	0.56	0.37	-0.02
AT3G04510	-0.20	-0.03	0.37	0.58	0.46
AT3G03500	-0.34	0.10	0.43	0.45	0.40
AT1G02575	-0.26	0.26	0.25	0.52	-0.12
AT3G01316	0.53	0.54	0.68	0.30	1.32
AT3G15670	-0.13	0.20	0.66	0.31	0.34
AT2G45480	0.35	0.99	-0.01	0.44	1.13
AT2G38220	-0.17	0.29	-0.06	-0.15	0.61
AT5G67090	0.07	0.79	-0.61	0.50	0.85
AT3G10745	-0.17	0.28	0.61	0.23	0.60
AT5G24190	0.11	0.77	0.04	0.89	0.48
AT3G20130	-0.41	0.44	-0.20	0.12	0.38
AT5G47530	-0.13	0.39	0.65	0.32	0.11
AT3G62680	-0.45	0.25	0.12	0.33	0.14
AT3G49690	-0.20	0.08	0.28	0.58	-0.12
AT5G59760	-0.43	1.32	0.36	-0.13	0.04
AT4G37940	0.16	0.41	0.67	0.94	0.04
AT2G41300	-0.23	0.54	0.25	0.06	0.55
AT1G63040	0.21	0.83	0.40	0.43	0.99
AT4G33905	-0.23	0.36	-0.03	0.55	0.32
AT2G31940	-0.11	0.12	0.50	-0.07	0.67
AT2G18780	0.01	-0.15	0.79	0.41	0.76
AT1G71930	-0.17	0.25	0.61	0.55	0.60
